grid_id,iso3,year,dmsp_stable_lights
AFG_2088,AFG,1992,0
AFG_2089,AFG,1992,0
AFG_2188,AFG,1992,0
AFG_2189,AFG,1992,0.000145669350666163
AFG_2190,AFG,1992,0.00961404796456419
AFG_2191,AFG,1992,0.000193315161708356
AFG_2289,AFG,1992,0
AFG_2290,AFG,1992,0.00690430128702802
AFG_2291,AFG,1992,0.0783483568130795
AFG_2292,AFG,1992,0.0547894087871473
AFG_2293,AFG,1992,0
AFG_2393,AFG,1992,0
AGO_862,AGO,1992,0.00378548895899057
AGO_863,AGO,1992,0.000778048184704035
AGO_864,AGO,1992,0.00314509149356629
AGO_865,AGO,1992,0
AGO_963,AGO,1992,0.0896988658584074
AGO_964,AGO,1992,0.00299647290169078
AGO_965,AGO,1992,0.000983217670867414
AGO_966,AGO,1992,0
AGO_1064,AGO,1992,0.438114741381864
AGO_1065,AGO,1992,0.0103631874203654
AGO_1066,AGO,1992,0.00373339071493834
AGO_1067,AGO,1992,0
AGO_1165,AGO,1992,0.64109463184173
AGO_1166,AGO,1992,0.00189634138976447
AGO_1167,AGO,1992,0.0220670675772078
AGO_1168,AGO,1992,0.0344077516314017
ALB_2379,ALB,1992,0.259423653200537
ARE_1984,ARE,1992,2.17045765963277
ARE_1985,ARE,1992,7.28741469608409
ARE_2086,ARE,1992,12.3718442447582
ARG_30,ARG,1992,0.105108055009808
ARG_31,ARG,1992,0.148845763571911
ARG_32,ARG,1992,0.536051196966008
ARG_33,ARG,1992,0
ARG_131,ARG,1992,0
ARG_132,ARG,1992,0.0587158904740191
ARG_133,ARG,1992,0.169845718074022
ARG_233,ARG,1992,0.0452453542716337
ARG_234,ARG,1992,0.0546763411987436
ARG_235,ARG,1992,0.110442015293072
ARG_334,ARG,1992,0.263555259231074
ARG_335,ARG,1992,0.203996772001533
ARG_336,ARG,1992,0.223122796905156
ARG_337,ARG,1992,0.353417858288388
ARG_338,ARG,1992,1.31436112615011
ARG_435,ARG,1992,0.450582561212818
ARG_436,ARG,1992,0.270777551916075
ARG_437,ARG,1992,0.72239899114664
ARG_438,ARG,1992,2.72947967064966
ARG_439,ARG,1992,0.925429409300355
ARG_536,ARG,1992,0.00962045110737543
ARG_537,ARG,1992,0.190142997540827
ARG_538,ARG,1992,0.156509200898075
ARG_539,ARG,1992,0.27234566599734
ARG_540,ARG,1992,0.348239608479462
ARG_541,ARG,1992,0.0556718292172452
ARG_638,ARG,1992,0.275643904067879
ARG_639,ARG,1992,0.118889856313088
ARG_640,ARG,1992,0.0938887152236193
ARG_641,ARG,1992,0.916737871451718
ARG_642,ARG,1992,0.109752137677236
ARG_739,ARG,1992,0.0198746565934086
ARG_740,ARG,1992,0.413284522510533
ARM_2386,ARM,1992,0.742623137299631
ARM_2387,ARM,1992,0.0813253012048184
AUS_95,AUS,1992,0
AUS_293,AUS,1992,0.143613926570219
AUS_294,AUS,1992,0.661471774698811
AUS_392,AUS,1992,0.0982973494821689
AUS_393,AUS,1992,0.138154329865929
AUS_394,AUS,1992,1.78070432036271
AUS_395,AUS,1992,0.294594290754467
AUS_487,AUS,1992,0.873459629662924
AUS_488,AUS,1992,0.0364784028772245
AUS_489,AUS,1992,0.00814081580036344
AUS_490,AUS,1992,0.000878982370599237
AUS_491,AUS,1992,0
AUS_492,AUS,1992,0.0150289423524265
AUS_493,AUS,1992,0.551636353661727
AUS_494,AUS,1992,0.0619179901897528
AUS_495,AUS,1992,0.0324781108213578
AUS_496,AUS,1992,0.349522496756447
AUS_497,AUS,1992,4.16378579788278
AUS_499,AUS,1992,0
AUS_587,AUS,1992,0.120965814009058
AUS_588,AUS,1992,0.0394364244836618
AUS_589,AUS,1992,0.0704565901934753
AUS_590,AUS,1992,0.01340447316755
AUS_591,AUS,1992,0
AUS_592,AUS,1992,0.000136205228402378
AUS_593,AUS,1992,0.00163915947283878
AUS_594,AUS,1992,0.0111851476982874
AUS_595,AUS,1992,0.0268840940473139
AUS_596,AUS,1992,0.00547169279614518
AUS_597,AUS,1992,0.0477234939928389
AUS_598,AUS,1992,1.18134312243848
AUS_688,AUS,1992,0.0249788159009723
AUS_689,AUS,1992,0.00994573289709622
AUS_690,AUS,1992,0.0275650990590293
AUS_691,AUS,1992,6.79552272131525e-05
AUS_692,AUS,1992,0.000252405129648364
AUS_693,AUS,1992,0.0243570950111395
AUS_694,AUS,1992,0.0261239309185884
AUS_695,AUS,1992,0
AUS_696,AUS,1992,5.82476203422208e-05
AUS_697,AUS,1992,0.00857692046325564
AUS_698,AUS,1992,0.0880893902476294
AUS_699,AUS,1992,0.441128679457274
AUS_789,AUS,1992,0.0843245539507221
AUS_790,AUS,1992,0.111565946006222
AUS_791,AUS,1992,0.0254769872112838
AUS_792,AUS,1992,0.00651052084167312
AUS_793,AUS,1992,0.000125010000799846
AUS_794,AUS,1992,0.00495039603167763
AUS_795,AUS,1992,0.00412032962637254
AUS_796,AUS,1992,0.0198655012771372
AUS_797,AUS,1992,0.00659052724218295
AUS_798,AUS,1992,0.0780340568954305
AUS_799,AUS,1992,0.264944058677844
AUS_800,AUS,1992,0
