grid_id,iso3,year,dmsp_stable_lights
AFG_33553,AFG,1992,0
AFG_33554,AFG,1992,0
AFG_33555,AFG,1992,0
AFG_33556,AFG,1992,0
AFG_33557,AFG,1992,0
AFG_33953,AFG,1992,0
AFG_33954,AFG,1992,0
AFG_33955,AFG,1992,0
AFG_33956,AFG,1992,0
AFG_33957,AFG,1992,0
AFG_33958,AFG,1992,0
AFG_33959,AFG,1992,0
AFG_34354,AFG,1992,0
AFG_34355,AFG,1992,0.00234532955923961
AFG_34356,AFG,1992,0
AFG_34357,AFG,1992,0
AFG_34358,AFG,1992,0.00213407903451343
AFG_34359,AFG,1992,0.0139263580021915
AFG_34360,AFG,1992,0.150845253576057
AFG_34361,AFG,1992,0
AFG_34362,AFG,1992,0
AFG_34363,AFG,1992,0
AFG_34754,AFG,1992,0
AFG_34755,AFG,1992,0
AFG_34756,AFG,1992,0
AFG_34757,AFG,1992,0
AFG_34758,AFG,1992,0
AFG_34759,AFG,1992,0.00860990507027695
AFG_34760,AFG,1992,0
AFG_34761,AFG,1992,0
AFG_34762,AFG,1992,0
AFG_34763,AFG,1992,0
AFG_34764,AFG,1992,0
AFG_35155,AFG,1992,0
AFG_35156,AFG,1992,0
AFG_35157,AFG,1992,0
AFG_35158,AFG,1992,0
AFG_35159,AFG,1992,0
AFG_35160,AFG,1992,0
AFG_35161,AFG,1992,0
AFG_35162,AFG,1992,0
AFG_35163,AFG,1992,0
AFG_35164,AFG,1992,0
AFG_35165,AFG,1992,0
AFG_35166,AFG,1992,0.00216029379995684
AFG_35556,AFG,1992,0
AFG_35557,AFG,1992,0.00128534704370194
AFG_35558,AFG,1992,0.0186598812552999
AFG_35559,AFG,1992,0
AFG_35560,AFG,1992,0
AFG_35561,AFG,1992,0
AFG_35562,AFG,1992,0
AFG_35563,AFG,1992,0
AFG_35564,AFG,1992,0
AFG_35565,AFG,1992,0
AFG_35566,AFG,1992,0.459442106014088
AFG_35567,AFG,1992,0.159020923805759
AFG_35568,AFG,1992,0.0221546481320593
AFG_35958,AFG,1992,0
AFG_35959,AFG,1992,0.0459155449013479
AFG_35960,AFG,1992,0.00893929286190693
AFG_35961,AFG,1992,0
AFG_35962,AFG,1992,0
AFG_35963,AFG,1992,0
AFG_35964,AFG,1992,0
AFG_35965,AFG,1992,0
AFG_35966,AFG,1992,0.0859287317620846
AFG_35967,AFG,1992,0.00382327952421519
AFG_35968,AFG,1992,0
AFG_35969,AFG,1992,0
AFG_35970,AFG,1992,0
AFG_36362,AFG,1992,0
AFG_36363,AFG,1992,0.00118635689569955
AFG_36364,AFG,1992,0.216887303655912
AFG_36365,AFG,1992,0.214677640603551
AFG_36366,AFG,1992,0.409410454513815
AFG_36367,AFG,1992,0.0175657798030327
AFG_36368,AFG,1992,0
AFG_36369,AFG,1992,0
AFG_36370,AFG,1992,0
AFG_36371,AFG,1992,0
AFG_36372,AFG,1992,0
AFG_36373,AFG,1992,0
AFG_36374,AFG,1992,0
AFG_36764,AFG,1992,0
AFG_36765,AFG,1992,0
AFG_36766,AFG,1992,0
AFG_36767,AFG,1992,1.46475995914198
AFG_36768,AFG,1992,0
AFG_36769,AFG,1992,0.00249272953884506
AFG_36770,AFG,1992,0
AFG_36771,AFG,1992,0
AFG_36772,AFG,1992,0
AFG_36773,AFG,1992,0
AFG_36774,AFG,1992,0
AFG_36775,AFG,1992,0
AFG_37171,AFG,1992,0
AFG_37172,AFG,1992,0
AGO_13447,AGO,1992,0
AGO_13448,AGO,1992,0
AGO_13449,AGO,1992,0
AGO_13450,AGO,1992,0.00538922155688653
AGO_13451,AGO,1992,0
AGO_13452,AGO,1992,0.0116172424335068
AGO_13453,AGO,1992,0
AGO_13454,AGO,1992,0
AGO_13455,AGO,1992,0
AGO_13456,AGO,1992,0.0412695087461984
AGO_13457,AGO,1992,0
AGO_13458,AGO,1992,0
AGO_13459,AGO,1992,0
AGO_13460,AGO,1992,0
AGO_13848,AGO,1992,0
AGO_13849,AGO,1992,0
AGO_13850,AGO,1992,0
AGO_13851,AGO,1992,0
AGO_13852,AGO,1992,0.00107517988586531
AGO_13853,AGO,1992,0
AGO_13854,AGO,1992,0
AGO_13855,AGO,1992,0
AGO_13856,AGO,1992,0.00106522451655201
AGO_13857,AGO,1992,0
AGO_13858,AGO,1992,0
AGO_13859,AGO,1992,0
AGO_13860,AGO,1992,0
AGO_14249,AGO,1992,0.0431527961250538
AGO_14250,AGO,1992,0.00262209111766616
AGO_14251,AGO,1992,0
AGO_14252,AGO,1992,0.00139310005736283
AGO_14253,AGO,1992,0
AGO_14254,AGO,1992,0
AGO_14255,AGO,1992,0
AGO_14256,AGO,1992,0
AGO_14257,AGO,1992,0
AGO_14258,AGO,1992,0
AGO_14259,AGO,1992,0
AGO_14260,AGO,1992,0
AGO_14650,AGO,1992,1.77712031558186
AGO_14651,AGO,1992,0
AGO_14652,AGO,1992,0.159722222222239
AGO_14653,AGO,1992,0
AGO_14654,AGO,1992,0.0125166889185581
AGO_14655,AGO,1992,0
AGO_14656,AGO,1992,0
AGO_14657,AGO,1992,0.0113260582010579
AGO_14658,AGO,1992,0
AGO_14659,AGO,1992,0
AGO_14660,AGO,1992,0
AGO_14661,AGO,1992,0
AGO_15052,AGO,1992,0.00230465320456551
AGO_15053,AGO,1992,0
AGO_15054,AGO,1992,0
AGO_15055,AGO,1992,0
AGO_15056,AGO,1992,0
AGO_15057,AGO,1992,0
AGO_15058,AGO,1992,0
AGO_15059,AGO,1992,0
AGO_15060,AGO,1992,0
AGO_15061,AGO,1992,0
AGO_15062,AGO,1992,0
AGO_15453,AGO,1992,0.00874635568513127
AGO_15454,AGO,1992,0.0891472868217182
AGO_15455,AGO,1992,0
AGO_15456,AGO,1992,0.0229856024248559
AGO_15457,AGO,1992,0
AGO_15458,AGO,1992,0
AGO_15459,AGO,1992,0
AGO_15460,AGO,1992,0
AGO_15461,AGO,1992,0
AGO_15462,AGO,1992,0
AGO_15463,AGO,1992,0
AGO_15464,AGO,1992,0
AGO_15465,AGO,1992,0
AGO_15466,AGO,1992,0
AGO_15855,AGO,1992,0.414102852009882
AGO_15856,AGO,1992,0
AGO_15857,AGO,1992,0
AGO_15858,AGO,1992,0
AGO_15859,AGO,1992,0.0127627627627629
AGO_15860,AGO,1992,0
AGO_15861,AGO,1992,0
AGO_15862,AGO,1992,0.00437820998568586
AGO_15863,AGO,1992,0
AGO_15864,AGO,1992,0
AGO_15865,AGO,1992,0
AGO_15866,AGO,1992,0
AGO_15867,AGO,1992,0
AGO_16256,AGO,1992,0.0748592249089099
