leader,iso3,startyear,endyear,circle_id
Bounnhang Vorachit,LAO,2016,2021,CIRC_00467
Al-Bashir,SDN,1989,2019,CIRC_00799
Htin Kyaw,MMR,2016,2018,CIRC_00595
Win Myint,MMR,2018,2021,CIRC_00596
Veiga,CPV,1991,2000,CIRC_00165
do Rosario,CPV,2000,2001,CIRC_00165
Ould Cheikh Abdellahi,MRT,2007,2008,CIRC_00522
Qabus Bin Said,OMN,1970,2020,CIRC_00657
Musa,BLZ,1998,2008,CIRC_00091
Mohamed Cheikh El Ghazouani,MRT,2019,2023,CIRC_00525
Price,BLZ,1989,1993,CIRC_00090
Esquivel,BLZ,1993,1998,CIRC_00090
D.Barrow,BLZ,2008,2020,CIRC_00090
Manuel Lopez Obrador,MEX,2018,2023,CIRC_00557
Habre,TCD,1982,1990,CIRC_00179
Rao,IND,1991,1996,CIRC_00376
Simpson-Miller,JAM,2006,2007,CIRC_00427
Simpson-Miller,JAM,2012,2016,CIRC_00427
Andrew Holness,JAM,2011,2012,CIRC_00429
Andrew Holness,JAM,2016,2023,CIRC_00429
Assimi Goita,MLI,2020,2020,CIRC_00580
Manley,JAM,1989,1992,CIRC_00425
Aristide,HTI,1991,1991,CIRC_00351
Aristide,HTI,1994,1996,CIRC_00351
Aristide,HTI,2001,2004,CIRC_00351
Juan Briceno,BLZ,2020,2023,CIRC_00092
Golding,JAM,2007,2011,CIRC_00428
Ould Mohamed Vall,MRT,2005,2007,CIRC_00521
Patterson,JAM,1992,2006,CIRC_00426
Fernandez Reyna,DOM,1996,2000,CIRC_00241
Fernandez Reyna,DOM,2004,2012,CIRC_00241
Luis Abinader,DOM,2020,2023,CIRC_00241
Boniface Alexandre,HTI,2004,2006,CIRC_00353
Pascal-Troillet,HTI,1990,1991,CIRC_00350
Jocelerme Privert,HTI,2016,2017,CIRC_00354
Abraham,HTI,1990,1990,CIRC_00349
Preval,HTI,1996,2001,CIRC_00349
Preval,HTI,2006,2011,CIRC_00349
Martelly,HTI,2011,2016,CIRC_00349
Evans Paul,HTI,2016,2016,CIRC_00349
Cedras,HTI,1991,1994,CIRC_00352
Avril,HTI,1988,1990,CIRC_00348
Thaksin Shinawatra,THA,2001,2006,CIRC_00854
Yingluck Shinawatra,THA,2011,2014,CIRC_00854
Medina,DOM,2012,2020,CIRC_00243
Abdel Fattah al-Burhan,SDN,2019,2023,CIRC_00800
Salinas,MEX,1988,1994,CIRC_00554
Zedillo,MEX,1994,2000,CIRC_00554
Vicente Fox Quesada,MEX,2000,2006,CIRC_00554
Hipolito Mejia,DOM,2000,2004,CIRC_00242
Phieu,VNM,1997,2001,CIRC_00250
Balaguer,DOM,1986,1996,CIRC_00240
Jovenel Moise,HTI,2017,2021,CIRC_00355
Calderon,MEX,2006,2012,CIRC_00555
Enrique Pena Nieto,MEX,2012,2018,CIRC_00556
Ould Abdel Aziz,MRT,2008,2009,CIRC_00523
Ould Abdel Aziz,MRT,2009,2019,CIRC_00523
Thongloun Sisoulith,LAO,2021,2023,CIRC_00471
Castro,CUB,1959,2008,CIRC_00213
Raul Castro,CUB,2008,2019,CIRC_00213
Sidi Ahmed Taya,MRT,1984,2005,CIRC_00520
Nguyen Van Linh,VNM,1986,1991,CIRC_00248
Do Muoi,VNM,1991,1997,CIRC_00249
Phu Trong,VNM,2011,2023,CIRC_00252
Obama,USA,2009,2017,CIRC_00907
Than Shwe,MMR,1992,2011,CIRC_00593
Saw Maung,MMR,1988,1992,CIRC_00592
Myint Swe,MMR,2018,2018,CIRC_00592
Myint Swe,MMR,2021,2023,CIRC_00592
Nong Duc Manh,VNM,2001,2011,CIRC_00251
D��az-Canel,CUB,2019,2023,CIRC_00214
Ma Ying-jeou,HKG,2008,2016,CIRC_00841
Hasina Wazed,BGD,1996,2001,CIRC_00097
Hasina Wazed,BGD,2009,2023,CIRC_00097
Latifur Rahman,BGD,2001,2001,CIRC_00098
Chen Shui-bian,TWN,2000,2008,CIRC_00840
Iajuddin,BGD,2006,2007,CIRC_00099
Fakhruddin,BGD,2007,2009,CIRC_00099
Haitham bin Tariq,OMN,2020,2023,CIRC_00658
Narendra Modi,IND,2014,2023,CIRC_00381
Mohammad Habibur Rahman,IND,1996,1996,CIRC_00096
Khalifa Al Nahayan,ARE,2004,2022,CIRC_00885
Mohamed bin Zayed Al Nahyan,ARE,2022,2023,CIRC_00885
An-Nahayan,ARE,1971,2004,CIRC_00884
Abdullah ibn Abdilaziz,SAU,1996,2015,CIRC_00935
Fahd,SAU,1982,1996,CIRC_00935
Ahmed,BGD,1990,1991,CIRC_00094
Fahd,SAU,1982,1996,CIRC_00749
Abdullah ibn Abdilaziz,SAU,1996,2015,CIRC_00749
Salman bin Abdulaziz Al Saud,SAU,2015,2023,CIRC_00749
Benazir Bhutto,PAK,1988,1990,CIRC_00659
Benazir Bhutto,PAK,1993,1996,CIRC_00659
Soomro,PAK,2008,2008,CIRC_00659
Zardari,PAK,2008,2013,CIRC_00659
Cynthia A. Pratt,BHS,2005,2005,CIRC_00080
Pindling,BHS,1967,1992,CIRC_00078
Christie,BHS,2002,2005,CIRC_00078
Christie,BHS,2005,2007,CIRC_00078
Christie,BHS,2012,2017,CIRC_00078
Minnis,BHS,2017,2021,CIRC_00078
Philip Brave Davis,BHS,2021,2023,CIRC_00078
Tsai Ing-Wen,TWN,2016,2023,CIRC_00842
Lee Teng-Hui,TWN,1988,2000,CIRC_00839
Khalifah Ath-Thani,QAT,1972,1995,CIRC_00711
Hamad ibn Khalifah Al Thani,QAT,1995,2013,CIRC_00711
Tamim ibn Hamad Al Thani,QAT,2013,2023,CIRC_00711
Hamad ibn Khalifah Al Thani,QAT,1995,2013,CIRC_00945
Tamim ibn Hamad Al Thani,QAT,2013,2015,CIRC_00945
Krishna Prasad Bhatterai,IND,1990,1991,CIRC_00604
Krishna Prasad Bhatterai,IND,1999,2000,CIRC_00604
Pratap Singh,IND,1989,1990,CIRC_00374
Khaleda Zia,BGD,1991,1996,CIRC_00095
Khaleda Zia,BGD,2001,2006,CIRC_00095
Daniel Noboa,USA,2023,2023,CIRC_00260
Girija Prasad Koirala,IND,1991,1994,CIRC_00605
Girija Prasad Koirala,IND,1998,1999,CIRC_00605
Girija Prasad Koirala,IND,2000,2001,CIRC_00605
Girija Prasad Koirala,IND,2006,2008,CIRC_00605
Shekhar,IND,1990,1991,CIRC_00375
Hamad Isa Ibn Al-Khalifah,BHR,1999,2023,CIRC_00055
Ershad,IND,1982,1990,CIRC_00093
Isa Ibn Al-Khalifah,BHR,1971,1999,CIRC_00054
Vajpayee,IND,1996,1996,CIRC_00377
Vajpayee,IND,1998,2004,CIRC_00377
Jatoi,PAK,1990,1990,CIRC_00660
Sushil Koirala,NPL,2014,2015,CIRC_00614
Ingraham,BHS,1992,2002,CIRC_00079
Ingraham,BHS,2007,2012,CIRC_00079
Madhav Kumar Nepal,NPL,2009,2011,CIRC_00610
Nath Khanal,NPL,2011,2011,CIRC_00611
Surya  Bahadur Thapa,NPL,1997,1998,CIRC_00608
Surya Bahadur Thapa,NPL,2003,2004,CIRC_00608
Khadga Prasad Sharma Oli,NPL,2015,2016,CIRC_00615
Khadga Prasad Sharma Oli,NPL,2018,2021,CIRC_00615
Jay Garner,USA,2003,2003,CIRC_00401
Tobgay,BTN,2013,2018,CIRC_00086
Lyonpo Kinzang Dorji,BTN,2002,2003,CIRC_00085
Lyonpo Kinzang Dorji,BTN,2007,2008,CIRC_00085
Lyonpo Khandu Wangchuk,BTN,2001,2002,CIRC_00084
Lyonpo Khandu Wangchuk,BTN,2006,2007,CIRC_00084
"Wangchuck, Jigme Singye",BTN,1972,1998,CIRC_00081
Lotay Tshering,BTN,2018,2023,CIRC_00081
Lyonpo Sangay Ngedup,BTN,1999,2000,CIRC_00083
Lyonpo Sangay Ngedup,BTN,2005,2006,CIRC_00083
Lyonpo Jigme Thinley,BTN,1998,1999,CIRC_00082
Lyonpo Jigme Thinley,BTN,2003,2004,CIRC_00082
Lyonpo Jigme Thinley,BTN,2008,2013,CIRC_00082
Birendra,NPL,1972,1990,CIRC_00603
Man Mohan Adhikari,NPL,1994,1995,CIRC_00603
Gyanendra,NPL,2005,2006,CIRC_00603
Khil Raj Regmi,NPL,2013,2014,CIRC_00613
Bhattarai,NPL,2011,2013,CIRC_00612
Dahal,NPL,2008,2009,CIRC_00609
Dahal,NPL,2016,2017,CIRC_00609
Pushpa Kamal Dahal,NPL,2022,2023,CIRC_00609
Mazari,PAK,1993,1993,CIRC_00662
Hu Jintao,CHN,2003,2012,CIRC_00188
Musharraf,IND,1999,2008,CIRC_00664
Sher Bahadur Deuba,NPL,1995,1997,CIRC_00606
Sher Bahdur Deuba,NPL,2001,2002,CIRC_00606
Sher Bahdur Deuba,NPL,2004,2005,CIRC_00606
Sher Bahadur Deuba,NPL,2017,2018,CIRC_00606
Sher Bahadur Deuba,NPL,2021,2022,CIRC_00606
Sheikh Saad Al Abdullah Al Salim Al Sabah,KWT,2006,2006,CIRC_00457
Jabir As-Sabah,KWT,1978,1990,CIRC_00456
Jabir As-Sabah,KWT,1991,2006,CIRC_00456
Sheikh Sabah Al Ahmad Al Jabir Al Sabah,KWT,2006,2020,CIRC_00456
Sheikh Nawaf Al Ahmad Al Jabir Al Sabah,KWT,2020,2023,CIRC_00456
Sheikh Mishal Al-Ahmad Al Jaber Al Sabeh,KWT,2023,2023,CIRC_00456
Lokendra Bahadur Chand,NPL,1997,1997,CIRC_00607
Lokendra Bahadur Chand,NPL,2002,2003,CIRC_00607
Tantawi,EGY,2011,2012,CIRC_00262
Mansour,EGY,2013,2014,CIRC_00262
al-Sisi,EGY,2014,2023,CIRC_00262
Deng Xiaoping,CHN,1980,1997,CIRC_00186
Mubarak,EGY,1981,2011,CIRC_00261
Morsi,EGY,2012,2013,CIRC_00263
Anwaar ul Haq Kakar,PAK,2023,2023,CIRC_00668
Rafsanjani,IRN,1989,1997,CIRC_00394
Qaddafi,LBY,1969,2011,CIRC_00503
Khalid,PAK,1996,1997,CIRC_00663
Hibatullah Akhundzada,AFG,2021,2023,CIRC_00007
Sharif,PAK,1990,1993,CIRC_00661
Sharif,PAK,1993,1993,CIRC_00661
Qureshi,PAK,1993,1993,CIRC_00661
Nawaz Sharif,PAK,1997,1999,CIRC_00661
Nawaz Sharif,PAK,2013,2017,CIRC_00661
Imran Khan,PAK,2018,2022,CIRC_00667
Shehbaz Sharif,PAK,2022,2023,CIRC_00667
Hamid Karzai,AFG,2001,2014,CIRC_00005
Rabin,ISR,1992,1995,CIRC_00408
Rabin,ISR,1992,1995,CIRC_00960
Hussein Ibn Talal El-Hashim,JOR,1952,1999,CIRC_00430
Abdullah Ibn Hussein El-Hashimi,JOR,1999,2023,CIRC_00430
Mullah Omar,AFG,1996,2001,CIRC_00004
Netanyahu,ISR,1996,1999,CIRC_00953
Netanyahu,ISR,2009,2015,CIRC_00953
Netanyahu,ISR,1996,1999,CIRC_00410
Netanyahu,ISR,2009,2021,CIRC_00410
Yair Lapid,ISR,2021,2022,CIRC_00410
Netanyahu,ISR,2022,2023,CIRC_00410
Mohamed al-Menfi,LBY,2021,2023,CIRC_00510
Mohammed Magariaf,LBY,2012,2013,CIRC_00505
Giuma Ahmed Atigha,LBY,2013,2013,CIRC_00941
Mohammed Magariaf,LBY,2012,2013,CIRC_00941
Qaddafi,LBY,1969,2011,CIRC_00941
Shahid Khaqan Abbasi,PAK,2017,2018,CIRC_00665
Ariel Sharon,ISR,2001,2006,CIRC_00412
Ariel Sharon,ISR,2001,2006,CIRC_00936
Khatami,IRN,1997,2005,CIRC_00395
Barak,ISR,1999,2001,CIRC_00411
Giuma Ahmed Atigha,LBY,2013,2013,CIRC_00506
Jiang Zemin,CHN,1997,2003,CIRC_00187
Olmert,ISR,2006,2009,CIRC_00413
Olmert,ISR,2006,2009,CIRC_00956
al-Maliki,IRQ,2006,2014,CIRC_00405
al-Jaafari,IRQ,2005,2006,CIRC_00404
Akila Saleh Issa,LBY,2014,2015,CIRC_00508
Mustafa Jalil,LBY,2011,2012,CIRC_00504
Naftali Bennett,ISR,2022,2022,CIRC_00414
Fayez al-Sarraj,LBY,2015,2021,CIRC_00509
Nouri Abusahmain,LBY,2013,2014,CIRC_00507
Nouri Abusahmain,LBY,2013,2014,CIRC_00955
Gujral,PAK,1997,1998,CIRC_00379
Manmohan Singh,PAK,2004,2014,CIRC_00380
Murayama,JPN,1994,1996,CIRC_00434
al-Abadi,IRQ,2014,2018,CIRC_00406
Abdul-Mahdi,IRQ,2018,2020,CIRC_00406
Mustafa Al-Kadhimi,IRQ,2020,2022,CIRC_00406
Mohammed Shia' Al Sudani,IRQ,2022,2023,CIRC_00406
Iyad Allawi,IRQ,2004,2005,CIRC_00403
Bashar al-Assad,SYR,2000,2023,CIRC_00834
Abdelmadjid Tebboune,DZA,2019,2023,CIRC_00018
Siniora,LBN,2007,2008,CIRC_00490
Najibullah,AFG,1986,1992,CIRC_00001
Taro Aso,JPN,2008,2009,CIRC_00441
Clinton,USA,1993,2001,CIRC_00905
Elias Hrawi,LBN,1989,1998,CIRC_00488
Michel Aoun,LBN,2016,2022,CIRC_00493
Emile Lahoud,LBN,1998,2007,CIRC_00489
Ghannouchi,TUN,2011,2011,CIRC_00871
Salam,LBN,2014,2016,CIRC_00492
Naoto Kan,JPN,2010,2011,CIRC_00443
Hassan II,MAR,1961,1999,CIRC_00591
Muhammad VI,MAR,1999,2023,CIRC_00591
Suleiman,LBN,2008,2014,CIRC_00491
Ashraf Ghani Ahmadzai,AFG,2014,2021,CIRC_00006
Najib Mikati,LBN,2022,2023,CIRC_00494
Miyazawa,JPN,1991,1993,CIRC_00432
Mojadidi,AFG,1992,1992,CIRC_00002
Saddam Hussein,IRQ,1979,2003,CIRC_00399
Saddam Hussein,IRQ,1990,1991,CIRC_00399
Kim Dae Jung,KOR,1998,2003,CIRC_00714
Tommy Ray Franks,USA,2003,2003,CIRC_00400
Hashimoto,JPN,1996,1998,CIRC_00435
Bouteflika,MAR,1999,2019,CIRC_00016
Lee Myung Bak,JPN,2008,2013,CIRC_00716
Nikos Christodoulides,CYP,2023,2023,CIRC_00219
Moon Jae-in,KOR,2017,2022,CIRC_00719
Kim Young Sam,KOR,1993,1998,CIRC_00713
Anastasiades,CYP,2013,2023,CIRC_00218
Rouhani,IRN,2013,2021,CIRC_00397
Abdelkader Bensalah,DZA,2019,2019,CIRC_00017
Vassiliou,XNC,1988,1993,CIRC_00215
Tassos Nikolaou Papadopoulos,CYP,2003,2008,CIRC_00962
Clerides,XNC,1993,2003,CIRC_00216
Tassos Nikolaou Papadopoulos,XNC,2003,2008,CIRC_00216
Kaifu,JPN,1989,1991,CIRC_00431
Nasirul Mulk,PAK,2018,2018,CIRC_00666
Ahmadinejad,IRN,2005,2013,CIRC_00396
Dimitris Christofias,XNC,2008,2013,CIRC_00217
Dimitris Christofias,CYP,2008,2013,CIRC_00939
Junichiro Koizumi,JPN,2001,2006,CIRC_00439
Mohammed Ennaceur,TUN,2019,2019,CIRC_00875
Roh Moo Hyun,KOR,2003,2008,CIRC_00715
Mikio Aoki,JPN,2000,2000,CIRC_00437
Al-Assad H.,SYR,1971,2000,CIRC_00833
Mitsotakis,GRC,1990,1993,CIRC_00321
Zeroual,DZA,1994,1999,CIRC_00015
Fumio Kishida,JPN,2021,2023,CIRC_00446
Hosokawa,JPN,1993,1994,CIRC_00433
Hata,JPN,1994,1994,CIRC_00433
Shinzo Abe,JPN,2006,2007,CIRC_00433
Shinzo Abe,JPN,2012,2020,CIRC_00433
Boudiaf,DZA,1992,1992,CIRC_00013
Yoshihiko Noda,JPN,2011,2012,CIRC_00444
Hatoyama Yukio,JPN,2009,2010,CIRC_00442
Roh Tae Woo,KOR,1988,1993,CIRC_00712
Zine Al-Abidine Ben Ali,TUN,1987,2011,CIRC_00870
Park Geun-hye,KOR,2013,2017,CIRC_00717
Gonzi,MLT,2004,2013,CIRC_00584
Sant,MLT,1996,1998,CIRC_00583
Muscat,MLT,2013,2020,CIRC_00583
Adami,MLT,1987,1996,CIRC_00582
Adami,MLT,1998,2004,CIRC_00582
Robert Abela,MLT,2020,2023,CIRC_00585
Ter-Petrosyan,ARM,1991,1998,CIRC_00963
Ter-Petrosyan,SYR,1991,1998,CIRC_00031
Ebrahim Raisi,IRN,2021,2023,CIRC_00398
Yasuo Fukuda,JPN,2007,2008,CIRC_00440
Yoshiro Mori,JPN,2000,2001,CIRC_00438
Kais Saied,TUN,2019,2023,CIRC_00876
Obuchi,JPN,1998,2000,CIRC_00436
Marzouki,TUN,2011,2014,CIRC_00873
Kafi,DZA,1992,1994,CIRC_00014
Burhanuddin Rabbani,AFG,1992,1996,CIRC_00003
Benjedid,DZA,1979,1992,CIRC_00012
Mebazaa,TUN,2011,2011,CIRC_00872
Caid Essebsi,TUN,2014,2019,CIRC_00874
Ioannis Sarmas,GRC,2023,2023,CIRC_00326
Cavaco Silva,PRT,2006,2016,CIRC_00708
Gonzalez Marquez,ESP,1982,1996,CIRC_00789
Hwang Kyo-ahn,KOR,2017,2017,CIRC_00718
Yoon Suk Xeol,KOR,2022,2023,CIRC_00720
Emomali Rahmon,TJK,1992,2023,CIRC_00838
Simitis,GRC,1996,2004,CIRC_00323
Serdar Berdymukhammedov,TKM,2022,2023,CIRC_00861
Demirel,TUR,1991,1993,CIRC_00879
Kyriakos Mitsotakis,GRC,2019,2023,CIRC_00325
Kyriakos Mitsotakis,GRC,2023,2023,CIRC_00325
Zolotas,GRC,1989,1990,CIRC_00320
Tsokhatzopulos,GRC,1995,1996,CIRC_00320
Konstantinos Karamanlis,GRC,2004,2009,CIRC_00320
Loukas Papadimos,GRC,2011,2012,CIRC_00320
Panagiotis Pikrammenos,GRC,2012,2012,CIRC_00320
Antonis Konstantinou Samaras,GRC,2012,2015,CIRC_00320
Alexis Tsipras,GRC,2015,2019,CIRC_00320
Niyazov,TKM,1990,2006,CIRC_00954
Niyazov,TKM,1990,2006,CIRC_00859
Gurbanguly Berdymukhammedov,TKM,2006,2022,CIRC_00860
A. Papandreou,GRC,1993,1995,CIRC_00322
Iskandrov,TJK,1992,1992,CIRC_00837
Soares,PRT,1986,1996,CIRC_00707
Sampaio,PRT,1996,2006,CIRC_00707
Rebelo de Sousa,PRT,2016,2023,CIRC_00707
Abdullah Gul,TUR,2002,2003,CIRC_00882
Raykov,USA,2013,2013,CIRC_00148
Kadreddin Aslonov,TJK,1991,1991,CIRC_00835
Kim Il-Sung,PRK,1948,1994,CIRC_00709
Kim Jong Un,PRK,2011,2023,CIRC_00709
Yoshihide Suga,JPN,2020,2021,CIRC_00445
Abulfaz Elchibey,AZE,1992,1993,CIRC_00053
H. Aliyev,AZE,1993,2003,CIRC_00053
Vahagn Khachaturyan,ARM,2022,2023,CIRC_00035
Karimov,UZB,1990,2016,CIRC_00910
Akbulut,TUR,1989,1991,CIRC_00877
Krisjanis Karins,USA,2019,2023,CIRC_00479
Kocharian,AZE,1998,2008,CIRC_00032
Sargsyan,AZE,2008,2018,CIRC_00032
Xi Jinping,CHN,2012,2023,CIRC_00189
Erdal Inonu,TUR,1993,1993,CIRC_00880
Shavkat Mirziyoyev,UZB,2016,2023,CIRC_00912
Alen Roberti Simonyan��,ARM,2022,2022,CIRC_00034
Armen Sarkissian,ARM,2018,2022,CIRC_00033
Nabiyev,TJK,1991,1992,CIRC_00836
Mutalibov,AZE,1992,1992,CIRC_00052
Gambarov,AZE,1992,1992,CIRC_00052
Ilhma Aliyev,AZE,2003,2023,CIRC_00052
Mutalibov,AZE,1991,1992,CIRC_00050
Aznar,ESP,1996,2004,CIRC_00790
Pedro S��nchez,ESP,2018,2023,CIRC_00790
Meta,ALB,1999,2002,CIRC_00011
Mamedov,AZE,1992,1992,CIRC_00051
Jeenbekov,KGZ,2017,2020,CIRC_00462
Trump,USA,2017,2021,CIRC_00908
Johnson,USA,2019,2022,CIRC_00892
Bakiyev,KGZ,2005,2010,CIRC_00459
Yilmaz,TUR,1991,1991,CIRC_00878
Ciller,TUR,1993,1996,CIRC_00878
Yilmaz,TUR,1996,1996,CIRC_00878
Yilmaz,TUR,1997,1999,CIRC_00878
Ecevit,TUR,1999,2002,CIRC_00878
Erdogan,TUR,2003,2023,CIRC_00883
Talant Mamytov,KGZ,2020,2021,CIRC_00464
Nigmatilla Yuldashev,UZB,2016,2016,CIRC_00911
G.W. Bush,USA,2001,2009,CIRC_00906
Fatos Nano,ALB,1997,1998,CIRC_00010
Majko,ALB,1998,1999,CIRC_00010
Majko,ALB,2002,2002,CIRC_00010
Fatos Nano,ALB,2002,2005,CIRC_00010
Rama,ALB,2013,2023,CIRC_00010
Joe Biden,USA,2021,2023,CIRC_00909
Zoran Zaev,MKD,2017,2020,CIRC_00531
Zoran Zaev,MKD,2020,2022,CIRC_00531
Conte,ITA,2018,2021,CIRC_00424
Rodriguez Zapatero,ESP,2004,2011,CIRC_00791
Gamsakhurdia,GEO,1991,1992,CIRC_00327
Saakashvili,GEO,2004,2007,CIRC_00327
Saakashvili,GEO,2008,2013,CIRC_00327
Margvelashvili,GEO,2013,2018,CIRC_00327
Nikola Kljusev,MKD,1991,1992,CIRC_00526
Georgievski,MKD,1998,2002,CIRC_00526
Paul Bremer,USA,2003,2004,CIRC_00402
Janet Jagan,USA,1997,1999,CIRC_00344
D'Alema,ITA,1998,2000,CIRC_00421
Gentiloni,ITA,2016,2018,CIRC_00421
Draghi,ITA,2021,2022,CIRC_00421
Giorgia Meloni,ITA,2022,2023,CIRC_00421
Andreotti,ITA,1989,1992,CIRC_00415
Ioseliani,GEO,1992,1992,CIRC_00328
Gruevski,MKD,2006,2014,CIRC_00943
Radmila Sekerinska,MKD,2004,2004,CIRC_00943
Radmila Sekerinska,MKD,2004,2004,CIRC_00528
Vlado Buckovski,MKD,2004,2006,CIRC_00528
Gruevski,MKD,2006,2016,CIRC_00528
Emil Dimitriev,MKD,2016,2017,CIRC_00530
Hari Kostov,MKD,2004,2004,CIRC_00529
Shevardnadze,GEO,1992,2003,CIRC_00329
Erbakan,TUR,1996,1997,CIRC_00881
Alia,ALB,1985,1992,CIRC_00008
Stefan Yanev,BGR,2021,2021,CIRC_00151
Oliver Spasovski,MKD,2020,2020,CIRC_00532
Kovacevski,MKD,2022,2023,CIRC_00532
Videnov,BGR,1995,1997,CIRC_00145
Dacic,XKO,2012,2014,CIRC_00755
Dacic,XKO,2017,2017,CIRC_00755
G.H.W. Bush,USA,1989,1993,CIRC_00904
Burdjanadze,GEO,2003,2004,CIRC_00330
Burdjanadze,GEO,2007,2008,CIRC_00330
Oresharski,BGR,2013,2014,CIRC_00149
Kiril Petkov,BGR,2021,2022,CIRC_00152
Paul Martin,CAN,2003,2006,CIRC_00160
Duran Ballen,USA,1992,1996,CIRC_00254
Berisha,ALB,1992,1997,CIRC_00009
Berisha,ALB,2005,2013,CIRC_00009
Avdullah Hoti,XKO,2020,2021,CIRC_00455
Svetozar Marovic,MNE,2003,2006,CIRC_00922
Nikolai Denkov,BGR,2023,2023,CIRC_00153
Indzhova,BGR,1994,1995,CIRC_00144
Ramush Haradinaj,XKO,2017,2020,CIRC_00453
Bliznashki,BGR,2014,2014,CIRC_00150
Isa Mustafa,XKO,2014,2017,CIRC_00452
Albin Kurti,XKO,2020,2020,CIRC_00454
Albin Kurti,XKO,2021,2023,CIRC_00454
Filip Dimitrov,BGR,1991,1992,CIRC_00143
Berov,BGR,1992,1994,CIRC_00143
Sofiyanski,BGR,1997,1997,CIRC_00143
Kostov,BGR,1997,2001,CIRC_00143
Saksgoburggotski,BGR,2001,2005,CIRC_00143
Ognyan Gerdzhikow,BGR,2017,2017,CIRC_00143
Galab Donev,BGR,2022,2023,CIRC_00143
Boyko Borisov,BGR,2009,2013,CIRC_00147
Boyko Borisov,BGR,2014,2017,CIRC_00147
Boyko Borisov,BGR,2017,2021,CIRC_00147
Akayev,KGZ,1990,2005,CIRC_00458
Atambayev,KGZ,2011,2017,CIRC_00461
Hashim Thaci,XKO,2008,2014,CIRC_00451
Japarov,KGZ,2020,2020,CIRC_00463
Sadyr Japarov,KGZ,2021,2023,CIRC_00463
Otunbayeva,KGZ,2010,2011,CIRC_00460
Mariano Rajoy Brey,ESP,2011,2018,CIRC_00792
Miro Jovic,BIH,2005,2006,CIRC_00113
Jelavic,HRV,1999,2000,CIRC_00107
Kassy-Jomart Tokayev,KAZ,2019,2023,CIRC_00466
Dragan Covic,BIH,2003,2004,CIRC_00112
Dragan Covic,BIH,2015,2016,CIRC_00112
Dragan Covic,BIH,2017,2018,CIRC_00112
Nazarbayev,KAZ,1990,2019,CIRC_00465
Ciampi,ITA,1993,1994,CIRC_00417
Dehaene,FRA,1992,1999,CIRC_00061
Harper,CAN,2006,2015,CIRC_00161
Letta,ITA,2013,2014,CIRC_00423
Dini,ITA,1995,1996,CIRC_00419
Renzi,ITA,2014,2016,CIRC_00419
Sarovic,BIH,2002,2003,CIRC_00110
Mladenov,BGR,1989,1990,CIRC_00140
Belkic,BIH,2002,2002,CIRC_00109
Zeljko Komsic,BIH,2007,2008,CIRC_00109
Zeljko Komsic,BIH,2009,2010,CIRC_00109
Zeljko Komsic,BIH,2011,2014,CIRC_00109
Bakir Izetbegovic,BIH,2014,2014,CIRC_00109
Bakir Izetbegovic,BIH,2016,2016,CIRC_00109
Bakir Izetbegovic,BIH,2018,2018,CIRC_00109
Zeljko Komsic,BIH,2019,2020,CIRC_00109
Zeljko Komsic,BIH,2021,2022,CIRC_00109
Zeljko Komsic,BIH,2023,2023,CIRC_00109
Crvenkovski,BIH,1992,1998,CIRC_00527
Crvenkovski,BIH,2002,2004,CIRC_00527
Popov,BGR,1990,1991,CIRC_00142
Cvetkovic,SRB,2008,2012,CIRC_00754
Silajdzic,BIH,2008,2008,CIRC_00115
Silajdzic,BIH,2010,2010,CIRC_00115
Krizanovic,BIH,2001,2002,CIRC_00108
Traian Basescu,ROU,2004,2007,CIRC_00729
Traian Basescu,ROU,2007,2012,CIRC_00729
Traian Basescu,ROU,2012,2014,CIRC_00729
Roman,ROU,1989,1991,CIRC_00721
Athanasiu,ROU,1999,1999,CIRC_00721
A. Nastase,ROU,2000,2004,CIRC_00721
Sefik Dzaferovic,BIH,2020,2020,CIRC_00118
Sefik Dzaferovic,BIH,2022,2022,CIRC_00118
Prodi,ITA,1996,1998,CIRC_00420
Prodi,ITA,2006,2008,CIRC_00420
Zeljka Cvijanovic,BIH,2022,2023,CIRC_00119
Milosevic,SRB,1989,2000,CIRC_00921
Isarescu,ROU,1999,2000,CIRC_00727
Radmanovic,BIH,2006,2007,CIRC_00114
Radmanovic,BIH,2008,2009,CIRC_00114
Radmanovic,BIH,2010,2011,CIRC_00114
Alija Izetbegovic,BIH,1990,1998,CIRC_00105
Alija Izetbegovic,BIH,2000,2000,CIRC_00105
Sulejman Tihic,BIH,2004,2004,CIRC_00105
Sulejman Tihic,BIH,2006,2006,CIRC_00105
Mladen Ivanic,BIH,2014,2015,CIRC_00116
Mladen Ivanic,BIH,2016,2017,CIRC_00116
Borislav Paravac,BIH,2003,2003,CIRC_00111
Borislav Paravac,BIH,2004,2005,CIRC_00111
Milorad Dodik,BIH,2018,2019,CIRC_00117
Milorad Dodik,BIH,2020,2021,CIRC_00117
Kostunica,SRB,2006,2008,CIRC_00753
Vucic,SRB,2014,2017,CIRC_00753
Brnabic,SRB,2017,2023,CIRC_00753
Kostunica,SRB,2000,2003,CIRC_00753
Stolojan,ROU,1991,1992,CIRC_00722
Georgios Papandreou,USA,2009,2011,CIRC_00324
Radisic,BIH,1998,1999,CIRC_00106
Radisic,BIH,2000,2001,CIRC_00106
Amato,ITA,1992,1993,CIRC_00416
Amato,ITA,2000,2001,CIRC_00416
