GID_2,year,ln_rgdppc,lnpop,GID_0
AFG.11.13_1,1992,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,1993,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,1994,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,1995,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,1996,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,1997,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,1998,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,1999,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,2000,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,2001,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,2002,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,2003,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,2004,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,2005,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,2006,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,2007,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,2008,6.57743994469305,4.66619167868792,AFG
AFG.11.13_1,2009,6.57743994469305,4.66619167868792,AFG
AFG.11.1_1,1992,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,1993,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,1994,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,1995,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,1996,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,1997,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,1998,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,1999,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,2000,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,2001,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,2002,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,2003,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,2004,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,2005,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,2006,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,2007,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,2008,6.52121346430011,4.81769791310555,AFG
AFG.11.1_1,2009,6.52121346430011,4.81769791310555,AFG
AFG.11.2_1,1992,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,1993,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,1994,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,1995,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,1996,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,1997,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,1998,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,1999,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,2000,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,2001,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,2002,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,2003,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,2004,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,2005,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,2006,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,2007,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,2008,6.56823905143052,2.99588483191637,AFG
AFG.11.2_1,2009,6.56823905143052,2.99588483191637,AFG
AFG.11.3_1,1992,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,1993,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,1994,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,1995,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,1996,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,1997,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,1998,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,1999,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,2000,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,2001,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,2002,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,2003,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,2004,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,2005,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,2006,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,2007,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,2008,6.70459676366094,3.40464378266048,AFG
AFG.11.3_1,2009,6.70459676366094,3.40464378266048,AFG
AFG.12.11_1,1992,7.67470431420739,4.27529111365217,AFG
AFG.12.11_1,1993,7.73438544106432,4.23227662088788,AFG
AFG.12.11_1,1994,7.79406656792126,4.18926212812359,AFG
AFG.12.11_1,1995,7.8537476947782,4.1462476353593,AFG
AFG.12.11_1,1996,7.91342882163513,4.10323314259501,AFG
AFG.12.11_1,1997,7.97310994849207,4.06021864983072,AFG
AFG.12.11_1,1998,8.032791075349,4.01720415706643,AFG
AFG.12.11_1,1999,8.09247220220594,3.97418966430214,AFG
AFG.12.11_1,2000,8.15215332906287,3.93117517153785,AFG
AFG.12.11_1,2001,8.21183445591981,3.88816067877356,AFG
AFG.12.11_1,2002,8.27151558277674,3.84514618600927,AFG
AFG.12.11_1,2003,8.33119670963368,3.80213169324498,AFG
AFG.12.11_1,2004,8.39087783649061,3.75911720048069,AFG
AFG.12.11_1,2005,8.45055896334755,3.7161027077164,AFG
AFG.12.11_1,2006,8.45055896334755,3.7161027077164,AFG
AFG.12.11_1,2007,8.45055896334755,3.7161027077164,AFG
AFG.12.11_1,2008,8.45055896334755,3.7161027077164,AFG
AFG.12.11_1,2009,8.45055896334755,3.7161027077164,AFG
AFG.12.13_1,1992,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,1993,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,1994,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,1995,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,1996,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,1997,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,1998,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,1999,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,2000,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,2001,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,2002,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,2003,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,2004,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,2005,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,2006,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,2007,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,2008,6.69605765733176,4.67435965281558,AFG
AFG.12.13_1,2009,6.69605765733176,4.67435965281558,AFG
AFG.12.15_1,1992,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,1993,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,1994,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,1995,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,1996,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,1997,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,1998,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,1999,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,2000,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,2001,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,2002,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,2003,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,2004,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,2005,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,2006,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,2007,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,2008,6.76839666600445,4.19093729042162,AFG
AFG.12.15_1,2009,6.76839666600445,4.19093729042162,AFG
AFG.12.1_1,1992,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,1993,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,1994,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,1995,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,1996,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,1997,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,1998,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,1999,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,2000,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,2001,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,2002,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,2003,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,2004,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,2005,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,2006,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,2007,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,2008,6.76958160021131,6.1199998894187,AFG
AFG.12.1_1,2009,6.76958160021131,6.1199998894187,AFG
AFG.12.4_1,1992,7.75266915911393,3.35407914077327,AFG
AFG.12.4_1,1993,8.09871803439295,2.74837552348225,AFG
AFG.12.4_1,1994,8.44476690967197,2.14267190619122,AFG
AFG.12.4_1,1995,8.79081578495099,1.53696828890019,AFG
AFG.12.4_1,1996,8.81581092229507,1.54738942113513,AFG
AFG.12.4_1,1997,8.84080605963916,1.55781055337006,AFG
AFG.12.4_1,1998,8.86580119698324,1.568231685605,AFG
AFG.12.4_1,1999,8.89079633432732,1.57865281783993,AFG
AFG.12.4_1,2000,8.9157914716714,1.58907395007487,AFG
AFG.12.4_1,2001,8.95616580508168,1.5989618735914,AFG
AFG.12.4_1,2002,8.99654013849195,1.60884979710793,AFG
AFG.12.4_1,2003,9.03691447190222,1.61873772062446,AFG
AFG.12.4_1,2004,9.0772888053125,1.62862564414099,AFG
AFG.12.4_1,2005,9.11766313872277,1.63851356765752,AFG
AFG.12.4_1,2006,9.11766313872277,1.63851356765752,AFG
AFG.12.4_1,2007,9.11766313872277,1.63851356765752,AFG
AFG.12.4_1,2008,9.11766313872277,1.63851356765752,AFG
AFG.12.4_1,2009,9.11766313872277,1.63851356765752,AFG
AFG.13.7_1,1992,7.3823569347016,5.33665045867696,AFG
AFG.13.7_1,1993,7.33034723705484,5.1949994487817,AFG
AFG.13.7_1,1994,7.27833753940808,5.05334843888644,AFG
AFG.13.7_1,1995,7.22632784176133,4.91169742899118,AFG
AFG.13.7_1,1996,7.24840326838311,4.9275093322036,AFG
AFG.13.7_1,1997,7.27047869500489,4.94332123541601,AFG
AFG.13.7_1,1998,7.29255412162667,4.95913313862843,AFG
AFG.13.7_1,1999,7.31462954824846,4.97494504184084,AFG
AFG.13.7_1,2000,7.33670497487024,4.99075694505326,AFG
AFG.13.7_1,2001,7.44516112424789,5.06620697809085,AFG
AFG.13.7_1,2002,7.55361727362555,5.14165701112845,AFG
AFG.13.7_1,2003,7.6620734230032,5.21710704416604,AFG
AFG.13.7_1,2004,7.77052957238086,5.29255707720363,AFG
AFG.13.7_1,2005,7.87898572175851,5.36800711024123,AFG
AFG.13.7_1,2006,7.87898572175851,5.36800711024123,AFG
AFG.13.7_1,2007,7.87898572175851,5.36800711024123,AFG
AFG.13.7_1,2008,7.87898572175851,5.36800711024123,AFG
AFG.13.7_1,2009,7.87898572175851,5.36800711024123,AFG
AFG.15.10_1,1992,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,1993,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,1994,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,1995,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,1996,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,1997,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,1998,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,1999,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,2000,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,2001,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,2002,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,2003,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,2004,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,2005,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,2006,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,2007,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,2008,6.97282743917034,3.27432227057103,AFG
AFG.15.10_1,2009,6.97282743917034,3.27432227057103,AFG
AFG.15.11_1,1992,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,1993,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,1994,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,1995,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,1996,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,1997,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,1998,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,1999,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,2000,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,2001,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,2002,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,2003,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,2004,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,2005,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,2006,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,2007,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,2008,6.5935644545778,4.59330623481092,AFG
AFG.15.11_1,2009,6.5935644545778,4.59330623481092,AFG
AFG.15.12_1,1992,6.99804693924221,6.60512034601992,AFG
AFG.15.12_1,1993,7.01809358109331,6.62457094564159,AFG
AFG.15.12_1,1994,7.03814022294442,6.64402154526325,AFG
AFG.15.12_1,1995,7.05818686479552,6.66347214488492,AFG
AFG.15.12_1,1996,7.06601146534139,6.68645834016616,AFG
AFG.15.12_1,1997,7.07383606588726,6.70944453544739,AFG
AFG.15.12_1,1998,7.08166066643313,6.73243073072863,AFG
AFG.15.12_1,1999,7.089485266979,6.75541692600987,AFG
AFG.15.12_1,2000,7.09730986752487,6.77840312129111,AFG
AFG.15.12_1,2001,7.12183438509106,6.80209242542097,AFG
AFG.15.12_1,2002,7.14635890265724,6.82578172955082,AFG
AFG.15.12_1,2003,7.17088342022342,6.84947103368068,AFG
AFG.15.12_1,2004,7.19540793778961,6.87316033781054,AFG
AFG.15.12_1,2005,7.21993245535579,6.89684964194039,AFG
AFG.15.12_1,2006,7.21993245535579,6.89684964194039,AFG
AFG.15.12_1,2007,7.21993245535579,6.89684964194039,AFG
AFG.15.12_1,2008,7.21993245535579,6.89684964194039,AFG
AFG.15.12_1,2009,7.21993245535579,6.89684964194039,AFG
AFG.15.13_1,1992,6.98312222116187,4.59208053837044,AFG
AFG.15.13_1,1993,7.00814088767745,4.50125816141306,AFG
AFG.15.13_1,1994,7.03315955419302,4.41043578445568,AFG
AFG.15.13_1,1995,7.0581782207086,4.3196134074983,AFG
AFG.15.13_1,1996,7.06600282088866,4.34260217134596,AFG
AFG.15.13_1,1997,7.07382742106872,4.36559093519363,AFG
AFG.15.13_1,1998,7.08165202124878,4.38857969904129,AFG
AFG.15.13_1,1999,7.08947662142884,4.41156846288895,AFG
AFG.15.13_1,2000,7.0973012216089,4.43455722673662,AFG
AFG.15.13_1,2001,7.12182573772205,4.45827775018933,AFG
AFG.15.13_1,2002,7.14635025383519,4.48199827364204,AFG
AFG.15.13_1,2003,7.17087476994834,4.50571879709475,AFG
AFG.15.13_1,2004,7.19539928606148,4.52943932054747,AFG
AFG.15.13_1,2005,7.21992380217462,4.55315984400018,AFG
AFG.15.13_1,2006,7.21992380217462,4.55315984400018,AFG
AFG.15.13_1,2007,7.21992380217462,4.55315984400018,AFG
AFG.15.13_1,2008,7.21992380217462,4.55315984400018,AFG
AFG.15.13_1,2009,7.21992380217462,4.55315984400018,AFG
AFG.15.9_1,1992,6.97260231762272,6.00738379653958,AFG
AFG.15.9_1,1993,6.97260231762272,6.00738379653958,AFG
AFG.15.9_1,1994,6.97260231762272,6.00738379653958,AFG
AFG.15.9_1,1995,6.97260231762272,6.00738379653958,AFG
AFG.15.9_1,1996,6.97260231762272,6.00738379653958,AFG
AFG.15.9_1,1997,6.97260231762272,6.00738379653958,AFG
AFG.15.9_1,1998,6.97260231762272,6.00738379653958,AFG
AFG.15.9_1,1999,6.97260231762272,6.00738379653958,AFG
