GID_2,GID_0,year,pop_count,lnpop
BRA.27.77_1,BRA,1990,1679,0.518198378095404
BRA.27.78_1,BRA,1990,3934,1.36965671996687
BRA.27.79_1,BRA,1990,2425,0.885831524389447
BRA.27.80_1,BRA,1990,8270,2.1126345090356
BRA.27.81_1,BRA,1990,5266,1.66127106107412
BRA.27.82_1,BRA,1990,8372,2.12489280458375
BRA.27.83_1,BRA,1990,2738,1.00722772686626
BRA.27.84_1,BRA,1990,2545,0.934130650002486
BRA.27.85_1,BRA,1990,2146,0.763605644208507
BRA.27.86_1,BRA,1990,1925,0.654925967739748
BRA.27.87_1,BRA,1990,875,-0.133531392624523
BRA.27.88_1,BRA,1990,22139,3.09734075914209
BRA.27.89_1,BRA,1990,6575,1.88327457806383
BRA.27.90_1,BRA,1990,2900,1.06471073699243
BRA.27.91_1,BRA,1990,30965,3.43285753439002
BRA.27.92_1,BRA,1990,9903,2.29283774153917
BRA.27.93_1,BRA,1990,3900,1.3609765531356
BRA.27.94_1,BRA,1990,7573,2.02458929013169
BRA.27.95_1,BRA,1990,7639,2.03326670455922
BRA.27.96_1,BRA,1990,4148,1.42262629036728
BRA.27.97_1,BRA,1990,4521,1.50873320831247
BRA.27.98_1,BRA,1990,1550,0.438254930931155
BRA.27.99_1,BRA,1990,4790,1.56653041142282
BRA.27.100_1,BRA,1990,4330,1.4655675420144
BRA.27.101_1,BRA,1990,5419,1.68991129658398
BRA.27.102_1,BRA,1990,2105,0.744315467134345
BRA.27.103_1,BRA,1990,40818,3.70912316059098
BRA.27.104_1,BRA,1990,6048,1.79972763887723
BRA.27.105_1,BRA,1990,3588,1.27759494419655
BRA.27.106_1,BRA,1990,1734,0.55043087835835
BRA.27.107_1,BRA,1990,2719,1.00026416565033
BRA.27.108_1,BRA,1990,3350,1.20896034583698
BRA.27.109_1,BRA,1990,943,-0.0586889963486796
BRA.27.110_1,BRA,1990,1999,0.692647055518263
BRA.27.111_1,BRA,1990,5752,1.74954762041875
BRA.27.112_1,BRA,1990,2702,0.993992239538007
BRA.27.113_1,BRA,1990,3155,1.14898849599318
BRA.27.114_1,BRA,1990,4695,1.54649811266023
BRA.27.115_1,BRA,1990,1856,0.618423634364009
BRA.27.116_1,BRA,1990,1638,0.493475985430878
BRA.27.117_1,BRA,1990,3974,1.37977314412963
BRA.27.118_1,BRA,1990,1829,0.603769369408729
BRA.27.119_1,BRA,1990,2320,0.841567185678219
BRA.27.120_1,BRA,1990,3186,1.15876621148786
BRA.27.121_1,BRA,1990,1120,0.113328685307003
BRA.27.122_1,BRA,1990,7256,1.98182871281284
BRA.27.123_1,BRA,1990,2520,0.924258901523332
BRA.27.124_1,BRA,1990,3243,1.17649882732518
BRA.27.125_1,BRA,1990,5115,1.63217739940359
BRA.27.126_1,BRA,1990,4323,1.46394960568549
BRA.27.127_1,BRA,1990,9183,2.21735394863139
BRA.27.128_1,BRA,1990,1292,0.25619140536041
BRA.27.129_1,BRA,1990,11663,2.45642143770891
BRA.27.130_1,BRA,1990,1523,0.420682073913025
BRA.27.131_1,BRA,1990,2074,0.729479109807336
BRA.27.132_1,BRA,1990,5252,1.65860895644055
BRA.27.133_1,BRA,1990,21630,3.07408123996497
BRA.27.134_1,BRA,1990,18590,2.92262380173335
BRA.27.135_1,BRA,1990,1048,0.0468835858988505
BRA.27.136_1,BRA,1990,9431,2.24400213556175
BRA.27.137_1,BRA,1990,12259,2.50626036111286
BRN.1.1_1,BRN,1990,466,-0.763569644856491
BRN.1.2_1,BRN,1990,11,-4.50986000618377
BRN.1.3_1,BRN,1990,25435,3.23612617827473
BRN.1.4_1,BRN,1990,712,-0.339677367570161
BRN.1.5_1,BRN,1990,9963,2.29887823106272
BRN.1.6_1,BRN,1990,12,-4.42284862919414
BRN.1.7_1,BRN,1990,10119,2.31441484474762
BRN.1.8_1,BRN,1990,89,-2.41911890925
BRN.2.1_1,BRN,1990,22016,3.09176946175093
BRN.2.2_1,BRN,1990,25451,3.23675503495544
BRN.2.3_1,BRN,1990,41768,3.73213049610825
BRN.2.4_1,BRN,1990,8488,2.13865340131168
BRN.2.5_1,BRN,1990,14896,2.70109272053471
BRN.2.6_1,BRN,1990,9103,2.20860402952315
BRN.2.7_1,BRN,1990,10493,2.35070836817577
BRN.2.8_1,BRN,1990,9384,2.23900611135117
BRN.2.9_1,BRN,1990,8122,2.09457642926411
BRN.2.10_1,BRN,1990,19796,2.98547989708964
BRN.2.11_1,BRN,1990,6272,1.83609528304811
BRN.3.1_1,BRN,1990,1630,0.488580014818671
BRN.3.2_1,BRN,1990,2182,0.780241887410879
BRN.3.3_1,BRN,1990,1208,0.188966099512623
BRN.3.4_1,BRN,1990,2180,0.779324876800998
BRN.3.5_1,BRN,1990,439,-0.823255865906966
BRN.4.1_1,BRN,1990,6881,1.92876399022034
BRN.4.2_1,BRN,1990,3355,1.21045177042365
BRN.4.3_1,BRN,1990,2800,1.02961941718116
BRN.4.4_1,BRN,1990,7957,2.0740520443954
BRN.4.5_1,BRN,1990,871,-0.138113302129634
BRN.4.6_1,BRN,1990,2674,0.983575478679751
BRN.4.7_1,BRN,1990,5481,1.70128756606398
BRN.4.8_1,BRN,1990,1331,0.285930539412975
BTN.1.1_1,BTN,1990,6701,1.90225676899103
BTN.1.2_1,BTN,1990,5136,1.63627456638766
BTN.1.3_1,BTN,1990,1650,0.500775287912489
BTN.1.4_1,BTN,1990,1625,0.485507815781701
BTN.2.1_1,BTN,1990,10351,2.33708313340161
BTN.2.2_1,BTN,1990,8338,2.12082337945861
BTN.2.3_1,BTN,1990,4780,1.56444054650336
BTN.2.4_1,BTN,1990,7537,2.01982422486133
BTN.2.5_1,BTN,1990,941,-0.0608121393967575
BTN.2.6_1,BTN,1990,3406,1.2255385822405
BTN.2.7_1,BTN,1990,828,-0.188742124596877
BTN.2.8_1,BTN,1990,2384,0.868779749203103
BTN.2.9_1,BTN,1990,518,-0.657780036722654
BTN.2.10_1,BTN,1990,62526,4.13558247023835
BTN.2.11_1,BTN,1990,7884,2.06483538929047
BTN.3.1_1,BTN,1990,1243,0.217527812528574
BTN.3.2_1,BTN,1990,703,-0.352398387171472
BTN.3.3_1,BTN,1990,2415,0.881699287104536
BTN.3.4_1,BTN,1990,1230,0.207014169384326
BTN.3.5_1,BTN,1990,2214,0.794800834286445
BTN.3.6_1,BTN,1990,1528,0.423959690744329
BTN.3.7_1,BTN,1990,1137,0.128393214768399
BTN.3.8_1,BTN,1990,501,-0.691149177897272
BTN.3.9_1,BTN,1990,2226,0.800206252853353
BTN.3.10_1,BTN,1990,380,-0.967584026261706
BTN.3.11_1,BTN,1990,1533,0.427226599889677
BTN.3.12_1,BTN,1990,1279,0.246078522596706
BTN.3.13_1,BTN,1990,1597,0.468126869232875
BTN.3.14_1,BTN,1990,2502,0.917090412044719
BTN.4.1_1,BTN,1990,719,-0.32989392126109
BTN.4.2_1,BTN,1990,802,-0.220646671115622
BTN.4.3_1,BTN,1990,516,-0.661648513500574
BTN.4.4_1,BTN,1990,319,-1.14256417619729
BTN.5.1_1,BTN,1990,1250,0.22314355131421
BTN.5.2_1,BTN,1990,857,-0.154317360384357
BTN.5.3_1,BTN,1990,2184,0.781158057882659
BTN.5.4_1,BTN,1990,1824,0.60103189165214
BTN.5.5_1,BTN,1990,968,-0.0325231917055601
BTN.5.6_1,BTN,1990,4660,1.53901544813755
BTN.6.1_1,BTN,1990,3060,1.11841491596429
BTN.6.2_1,BTN,1990,1173,0.159564569671338
BTN.6.3_1,BTN,1990,1595,0.466873736236808
BTN.6.4_1,BTN,1990,761,-0.273121921120451
BTN.6.5_1,BTN,1990,2313,0.838545383249302
BTN.6.6_1,BTN,1990,1678,0.517602608045014
BTN.6.7_1,BTN,1990,1376,0.319180739511152
BTN.6.8_1,BTN,1990,2298,0.832039179426564
BTN.7.1_1,BTN,1990,1042,0.0411419433311752
BTN.7.2_1,BTN,1990,1637,0.492865298388998
BTN.7.3_1,BTN,1990,2059,0.722220428045652
BTN.7.4_1,BTN,1990,1147,0.137149838147234
BTN.7.5_1,BTN,1990,1675,0.51581316527703
BTN.7.6_1,BTN,1990,1282,0.248421358498478
BTN.7.7_1,BTN,1990,1172,0.158711691154821
BTN.7.8_1,BTN,1990,2145,0.76313955237998
BTN.7.9_1,BTN,1990,7711,2.04264788085082
BTN.7.10_1,BTN,1990,2805,1.03140353897466
BTN.7.11_1,BTN,1990,1545,0.435023910349709
BTN.7.12_1,BTN,1990,3351,1.20925880875517
BTN.7.13_1,BTN,1990,1530,0.425267735404344
BTN.7.14_1,BTN,1990,1296,0.259282597930083
BTN.7.15_1,BTN,1990,1810,0.593326845277734
BTN.7.16_1,BTN,1990,1606,0.47374661552457
BTN.7.17_1,BTN,1990,1061,0.059211859631846
BTN.8.1_1,BTN,1990,1687,0.522951803563831
BTN.8.2_1,BTN,1990,2530,0.928219302739429
BTN.8.3_1,BTN,1990,737,-0.3051673867928
BTN.8.4_1,BTN,1990,992,-0.00803217169726427
BTN.8.5_1,BTN,1990,3319,1.19966353273784
BTN.8.6_1,BTN,1990,5154,1.63977311223017
BTN.8.7_1,BTN,1990,2773,1.01992976663364
BTN.8.8_1,BTN,1990,6335,1.8460898137731
BTN.8.9_1,BTN,1990,2501,0.916690651895482
BTN.8.10_1,BTN,1990,6269,1.83561685229183
BTN.9.1_1,BTN,1990,905,-0.0998203352822109
BTN.9.2_1,BTN,1990,918,-0.0855578883616465
BTN.9.3_1,BTN,1990,1085,0.0815799869924229
BTN.9.4_1,BTN,1990,2172,0.775648402071689
BTN.9.5_1,BTN,1990,1188,0.172271220940453
BTN.9.6_1,BTN,1990,1803,0.58945194422118
BTN.9.7_1,BTN,1990,2205,0.790727508898809
BTN.9.8_1,BTN,1990,2948,1.08112697432709
BTN.9.9_1,BTN,1990,4850,1.57897870494939
BTN.9.10_1,BTN,1990,1458,0.377065633586466
BTN.9.11_1,BTN,1990,2295,0.830732843512508
BTN.10.1_1,BTN,1990,4010,1.38879124131848
BTN.10.2_1,BTN,1990,581,-0.543004522130226
BTN.10.3_1,BTN,1990,694,-0.365283318475333
BTN.10.4_1,BTN,1990,871,-0.138113302129634
BTN.10.5_1,BTN,1990,2629,0.966603545747744
BTN.10.6_1,BTN,1990,1636,0.492254238180555
BTN.10.7_1,BTN,1990,1618,0.4811908186363
BTN.10.8_1,BTN,1990,749,-0.289016295464918
BTN.10.9_1,BTN,1990,1867,0.624332864559586
BTN.10.10_1,BTN,1990,2950,1.08180517035173
BTN.10.11_1,BTN,1990,571,-0.560366069326127
BTN.11.1_1,BTN,1990,10119,2.31441484474762
BTN.11.2_1,BTN,1990,2473,0.905431988539279
BTN.11.3_1,BTN,1990,2805,1.03140353897466
BTN.11.4_1,BTN,1990,2308,0.836381348645853
BTN.11.5_1,BTN,1990,2553,0.937269138259347
BTN.11.6_1,BTN,1990,2494,0.913887847257845
BTN.11.7_1,BTN,1990,1599,0.469378433851817
BTN.11.8_1,BTN,1990,3028,1.1079023355752
BTN.11.9_1,BTN,1990,84,-2.47693848013882
BTN.11.10_1,BTN,1990,1806,0.591114454994794
BTN.11.11_1,BTN,1990,1645,0.497740384217335
BTN.12.1_1,BTN,1990,1883,0.632866249675015
BTN.12.2_1,BTN,1990,8551,2.14604823517382
BTN.12.3_1,BTN,1990,3173,1.15467751260106
BTN.12.4_1,BTN,1990,4060,1.40118297361364
BTN.12.5_1,BTN,1990,2058,0.721734637411858
BTN.12.6_1,BTN,1990,4265,1.45044218094364
BTN.12.7_1,BTN,1990,1291,0.255417111864505
BTN.12.8_1,BTN,1990,2751,1.01196448194244
BTN.12.9_1,BTN,1990,8677,2.16067584681135
BTN.12.10_1,BTN,1990,3732,1.3169442829851
BTN.12.11_1,BTN,1990,2988,1.09460426727057
BTN.12.12_1,BTN,1990,3790,1.33236601909434
BTN.12.13_1,BTN,1990,4917,1.5926985884298
BTN.12.14_1,BTN,1990,1224,0.202124184090134
BTN.12.15_1,BTN,1990,2341,0.850578188508774
BTN.13.1_1,BTN,1990,865,-0.145025772050258
BTN.13.2_1,BTN,1990,2095,0.739553553374101
BTN.13.3_1,BTN,1990,3342,1.2065694301732
BTN.13.4_1,BTN,1990,1812,0.594431207620788
BTN.13.5_1,BTN,1990,10590,2.35991015961332
BTN.13.6_1,BTN,1990,4483,1.5002924651733
BTN.13.7_1,BTN,1990,3097,1.13043390099107
BTN.13.8_1,BTN,1990,1881,0.631803550318893
BTN.13.9_1,BTN,1990,1816,0.596636280179102
BTN.13.10_1,BTN,1990,1297,0.260053905334307
BTN.13.11_1,BTN,1990,119,-2.12863178587061
BTN.13.12_1,BTN,1990,809,-0.211956361923645
BTN.14.1_1,BTN,1990,45346,3.81432196980445
BTN.14.2_1,BTN,1990,923,-0.0801260444792849
BTN.14.3_1,BTN,1990,1163,0.151002873536527
BTN.14.4_1,BTN,1990,291,-1.23443201181064
BTN.14.5_1,BTN,1990,417,-0.874669057183336
BTN.14.6_1,BTN,1990,4833,1.57546739286295
BTN.14.7_1,BTN,1990,172,-1.76026080216868
BTN.14.8_1,BTN,1990,134,-2.00991547903123
BTN.15.1_1,BTN,1990,1702,0.531804030151182
BTN.15.2_1,BTN,1990,880,-0.127833371509885
BTN.15.3_1,BTN,1990,6498,1.87149443724691
BTN.15.4_1,BTN,1990,2144,0.762673243208556
BTN.15.5_1,BTN,1990,4252,1.4473894604797
BTN.15.6_1,BTN,1990,5405,1.68732445109117
BTN.15.7_1,BTN,1990,1606,0.47374661552457
BTN.15.8_1,BTN,1990,1770,0.570979546585738
BTN.15.9_1,BTN,1990,3736,1.3180155203666
BTN.15.10_1,BTN,1990,2008,0.697139201829483
BTN.15.11_1,BTN,1990,5912,1.7769841836459
BTN.15.12_1,BTN,1990,4352,1.47063550955364
BTN.15.13_1,BTN,1990,2515,0.922272803551703
BTN.15.14_1,BTN,1990,3080,1.12492959698548
BTN.15.15_1,BTN,1990,2472,0.905027539595444
BTN.16.1_1,BTN,1990,2559,0.939616557177652
BTN.16.2_1,BTN,1990,807,-0.214431610712188
BTN.16.3_1,BTN,1990,2424,0.885419068207068
BTN.16.4_1,BTN,1990,4245,1.44574181976331
BTN.16.5_1,BTN,1990,2042,0.713929719742474
BTN.17.1_1,BTN,1990,806,-0.215671536475509
BTN.17.2_1,BTN,1990,1314,0.273075920062419
BTN.17.3_1,BTN,1990,1370,0.314810739840034
BTN.17.4_1,BTN,1990,1232,0.208638865111328
BTN.17.5_1,BTN,1990,3100,1.1314021114911
BTN.17.6_1,BTN,1990,1411,0.344298672870677
BTN.17.7_1,BTN,1990,1353,0.302324349188651
BTN.17.8_1,BTN,1990,1135,0.126632650933366
BTN.17.9_1,BTN,1990,1619,0.481808674695498
BTN.17.10_1,BTN,1990,1348,0.298622012490115
BTN.17.11_1,BTN,1990,1492,0.400117501781569
BTN.17.12_1,BTN,1990,2093,0.738598443463863
BTN.18.1_1,BTN,1990,564,-0.572701027484078
BTN.18.2_1,BTN,1990,2882,1.05848449757733
BTN.18.3_1,BTN,1990,1666,0.510425543744651
BTN.18.4_1,BTN,1990,1223,0.201306856705035
BTN.18.5_1,BTN,1990,1823,0.600483495696526
BTN.18.6_1,BTN,1990,3291,1.1911914699612
BTN.18.7_1,BTN,1990,1097,0.0925791812930932
BTN.18.8_1,BTN,1990,888,-0.118783535989967
BTN.18.9_1,BTN,1990,1057,0.0554347068881005
BTN.18.10_1,BTN,1990,1621,0.483043242753539
BTN.18.11_1,BTN,1990,1043,0.0421011760186353
BTN.18.12_1,BTN,1990,2163,0.771496146970922
BTN.18.13_1,BTN,1990,4084,1.40707690030242
BTN.18.14_1,BTN,1990,1655,0.503801008829026
BTN.18.15_1,BTN,1990,6738,1.90776314498436
BTN.19.1_1,BTN,1990,1440,0.364643113587909
BTN.19.2_1,BTN,1990,1219,0.198030850499135
BTN.19.3_1,BTN,1990,3072,1.12232881528543
BTN.19.4_1,BTN,1990,1665,0.509825123432407
BTN.19.5_1,BTN,1990,1615,0.47933495667462
BTN.19.6_1,BTN,1990,1124,0.116893751471499
BTN.19.7_1,BTN,1990,4174,1.42887480865501
BTN.19.8_1,BTN,1990,1428,0.356274863917393
BTN.20.1_1,BTN,1990,2145,0.76313955237998
BTN.20.2_1,BTN,1990,909,-0.0954101848046582
BTN.20.3_1,BTN,1990,1247,0.2207406666979
BTN.20.4_1,BTN,1990,2707,0.995841010632164
BTN.20.5_1,BTN,1990,2293,0.829861003875767
BTN.20.6_1,BTN,1990,1656,0.504405055963068
BTN.20.7_1,BTN,1990,1296,0.259282597930083
BTN.20.8_1,BTN,1990,6142,1.81515042201863
BWA.1.1_1,BWA,1990,54078,3.99042744880233
BWA.1.2_1,BWA,1990,47881,3.86871876601887
BWA.1.3_1,BWA,1990,28018,3.33284716077392
BWA.1.4_1,BWA,1990,68644,4.22893372854006
BWA.1.5_1,BWA,1990,37449,3.62298000733702
BWA.1.6_1,BWA,1990,91525,4.5166121590063
BWA.1.7_1,BWA,1990,261,-1.34323487165944
BWA.1.8_1,BWA,1990,103764,4.64211908976629
BWA.2.1_1,BWA,1990,14485,2.67311363122131
BWA.3.1_1,BWA,1990,62870,4.14106910239497
BWA.4.1_1,BWA,1990,97742,4.58233135408406
BWA.5.1_1,BWA,1990,24669,3.20554739465687
BWA.6.1_1,BWA,1990,2953,1.08282160276179
BWA.7.1_1,BWA,1990,25,-3.68887945411394
BWA.7.2_1,BWA,1990,12742,2.5449036236943
BWA.7.3_1,BWA,1990,21441,3.06530497690595
BWA.8.1_1,BWA,1990,58160,4.06319783322526
BWA.9.1_1,BWA,1990,137566,4.92410380194348
BWA.9.2_1,BWA,1990,32312,3.47543867826111
BWA.10.1_1,BWA,1990,50419,3.92036808816364
BWA.11.1_1,BWA,1990,40276,3.69575575805337
BWA.12.1_1,BWA,1990,59481,4.08565693382454
BWA.12.2_1,BWA,1990,39995,3.68875444630079
BWA.13.1_1,BWA,1990,45601,3.81992964610445
BWA.14.1_1,BWA,1990,52654,3.96374220910346
BWA.15.1_1,BWA,1990,40164,3.69297107201719
BWA.15.2_1,BWA,1990,5855,1.76729599704968
BWA.15.3_1,BWA,1990,101664,4.62167325808711
BWA.15.4_1,BWA,1990,7523,2.01796499457808
BWA.16.1_1,BWA,1990,1815,0.596085467716814
CAF.1.1_1,CAF,1990,4519,1.50829073042914
CAF.1.2_1,CAF,1990,26402,3.27343976485857
CAF.2.1_1,CAF,1990,161663,5.0855139215998
CAF.3.1_1,CAF,1990,49201,3.89591394849496
CAF.3.2_1,CAF,1990,49498,3.90193226471798
CAF.3.3_1,CAF,1990,17513,2.86294346229053
CAF.3.4_1,CAF,1990,61821,4.12424311256796
CAF.4.1_1,CAF,1990,1322,0.279145741429495
CAF.4.2_1,CAF,1990,24083,3.1815061973982
CAF.4.3_1,CAF,1990,15807,2.76045287989526
CAF.5.1_1,CAF,1990,49848,3.90897837524192
CAF.5.2_1,CAF,1990,8858,2.18132100550101
CAF.5.3_1,CAF,1990,5700,1.7404661748405
CAF.6.1_1,CAF,1990,36113,3.58665291131783
CAF.6.2_1,CAF,1990,47924,3.86961642277765
CAF.7.1_1,CAF,1990,61403,4.11745869389434
CAF.7.2_1,CAF,1990,100743,4.61257271950483
CAF.7.3_1,CAF,1990,15176,2.71971523263271
CAF.8.1_1,CAF,1990,92523,4.52745726225908
CAF.8.2_1,CAF,1990,107893,4.68113999527547
CAF.8.3_1,CAF,1990,55984,4.02506593562533
CAF.9.1_1,CAF,1990,15730,2.75556971707019
CAF.9.2_1,CAF,1990,48026,3.87174253092612
CAF.9.3_1,CAF,1990,43162,3.76496047851927
CAF.9.4_1,CAF,1990,10280,2.33020026002702
CAF.10.1_1,CAF,1990,68144,4.22162311318086
CAF.10.2_1,CAF,1990,16137,2.78111477195922
CAF.11.1_1,CAF,1990,53836,3.98594238837147
CAF.11.2_1,CAF,1990,35587,3.57198040262839
CAF.11.3_1,CAF,1990,79171,4.37161007015069
CAF.12.1_1,CAF,1990,461342,6.13413963346022
CAF.12.2_1,CAF,1990,17285,2.84983907337359
CAF.12.3_1,CAF,1990,26620,3.28166281296697
CAF.12.4_1,CAF,1990,54672,4.00135169537294
CAF.13.1_1,CAF,1990,5571,1.71757457103868
CAF.13.2_1,CAF,1990,84322,4.43464280367684
CAF.13.3_1,CAF,1990,27112,3.29997643430475
CAF.13.4_1,CAF,1990,30393,3.41421231873965
CAF.13.5_1,CAF,1990,51236,3.93644240996889
CAF.15.1_1,CAF,1990,70345,4.25341170782918
CAF.15.2_1,CAF,1990,111695,4.71577194231589
CAF.15.3_1,CAF,1990,42320,3.74525978755004
CAF.15.4_1,CAF,1990,1972,0.679048256180444
CAF.15.5_1,CAF,1990,38338,3.64644157141597
CAF.14.1_1,CAF,1990,145202,4.97812587640052
CAF.14.2_1,CAF,1990,50884,3.92954853229396
CAF.14.3_1,CAF,1990,112815,4.72574930894648
CAF.16.1_1,CAF,1990,8132,2.0958068957661
CAF.16.2_1,CAF,1990,68632,4.22875889827066
CAF.17.1_1,CAF,1990,34705,3.54688376879155
CAF.17.2_1,CAF,1990,2718,0.999896315728952
CAN.1.11_1,CAN,1990,62340,4.13260327433919
CAN.1.1_1,CAN,1990,71277,4.26657369473476
CAN.1.2_1,CAN,1990,902266,6.80490937680983
CAN.1.3_1,CAN,1990,50064,3.91330218692653
CAN.1.4_1,CAN,1990,57810,4.05716177109438
CAN.1.5_1,CAN,1990,24078,3.18129856051284
CAN.1.6_1,CAN,1990,28653,3.35525814972071
CAN.1.7_1,CAN,1990,35283,3.56340126153701
CAN.1.8_1,CAN,1990,50738,3.92667513676046
CAN.1.9_1,CAN,1990,12576,2.53179023568685
CAN.1.10_1,CAN,1990,77365,4.34853448194164
CAN.1.12_1,CAN,1990,113345,4.73043626482049
CAN.1.13_1,CAN,1990,33016,3.49699229245028
CAN.1.14_1,CAN,1990,10064,2.30896469995809
CAN.1.15_1,CAN,1990,43420,3.77092016445015
CAN.1.16_1,CAN,1990,824396,6.71465099699095
CAN.1.17_1,CAN,1990,35342,3.56507205838586
CAN.1.18_1,CAN,1990,142602,4.96005753312728
CAN.1.19_1,CAN,1990,17214,2.84572300622728
CAN.2.1_1,CAN,1990,28515,3.3504302646085
CAN.2.2_1,CAN,1990,35180,3.56047773930941
CAN.2.3_1,CAN,1990,306960,5.7267174459387
CAN.2.4_1,CAN,1990,58762,4.07349538748614
CAN.2.5_1,CAN,1990,2998,1.09794539968041
CAN.2.6_1,CAN,1990,50154,3.91509827194507
CAN.2.7_1,CAN,1990,135621,4.90986423077224
CAN.2.8_1,CAN,1990,47047,3.85114710204314
CAN.2.9_1,CAN,1990,90359,4.50379062469483
CAN.2.10_1,CAN,1990,68992,4.23399055584648
CAN.2.11_1,CAN,1990,51265,3.93700825812205
CAN.2.12_1,CAN,1990,87981,4.47712088207557
CAN.2.13_1,CAN,1990,194565,5.27076629746075
CAN.2.14_1,CAN,1990,1617680,7.38874830302747
CAN.2.15_1,CAN,1990,37422,3.62225876677204
CAN.2.16_1,CAN,1990,28705,3.3570713236196
CAN.2.17_1,CAN,1990,11134,2.41000348976132
CAN.2.18_1,CAN,1990,122367,4.80702472588436
CAN.2.19_1,CAN,1990,68987,4.23391808104956
CAN.2.20_1,CAN,1990,6573,1.88297034928144
CAN.2.21_1,CAN,1990,73940,4.30325395350849
CAN.2.22_1,CAN,1990,53217,3.97437789417491
CAN.2.23_1,CAN,1990,18182,2.90043209369967
CAN.2.24_1,CAN,1990,19402,2.96537615353909
CAN.2.25_1,CAN,1990,30231,3.40886788796638
CAN.2.26_1,CAN,1990,994,-0.00601807232556302
CAN.2.27_1,CAN,1990,25031,3.22011505670315
CAN.2.28_1,CAN,1990,109250,4.6936388339757
CAN.3.11_1,CAN,1990,17085,2.83820088556726
CAN.3.1_1,CAN,1990,8839,2.17917374807881
CAN.3.2_1,CAN,1990,628591,6.44348080672995
CAN.3.3_1,CAN,1990,17219,2.84601342530405
CAN.3.4_1,CAN,1990,44293,3.79082665102162
CAN.3.5_1,CAN,1990,17255,2.84810195654997
CAN.3.6_1,CAN,1990,20668,3.02858661042494
CAN.3.7_1,CAN,1990,9721,2.27428849383893
CAN.3.8_1,CAN,1990,21792,3.0815429299671
CAN.3.9_1,CAN,1990,24390,3.19417321222783
CAN.3.10_1,CAN,1990,15061,2.71210862122971
CAN.3.16_1,CAN,1990,44947,3.80548401786723
CAN.3.12_1,CAN,1990,10716,2.37173795168236
CAN.3.13_1,CAN,1990,21363,3.0616604536681
CAN.3.14_1,CAN,1990,34676,3.54604780500639
CAN.3.15_1,CAN,1990,7665,2.03666451232378
CAN.3.17_1,CAN,1990,37077,3.61299683127571
CAN.3.18_1,CAN,1990,9238,2.22332541200841
CAN.3.19_1,CAN,1990,13425,2.59711864039493
CAN.3.20_1,CAN,1990,9326,2.23280619838613
CAN.3.21_1,CAN,1990,52086,3.95289619863773
CAN.3.22_1,CAN,1990,13361,2.59234001560676
CAN.3.23_1,CAN,1990,21988,3.09049684999841
CAN.4.1_1,CAN,1990,26541,3.27869070716936
CAN.4.2_1,CAN,1990,26505,3.27733339443977
CAN.4.3_1,CAN,1990,27502,3.31425872930075
CAN.4.4_1,CAN,1990,80547,4.38884086498155
CAN.4.5_1,CAN,1990,32144,3.47022580807258
CAN.4.6_1,CAN,1990,67061,4.20560265294599
CAN.4.7_1,CAN,1990,35315,3.56430780286089
CAN.4.8_1,CAN,1990,51033,3.93247248229556
CAN.4.9_1,CAN,1990,12686,2.54049902321171
CAN.4.10_1,CAN,1990,35719,3.5756827600957
CAN.4.11_1,CAN,1990,81344,4.39868707556699
CAN.4.12_1,CAN,1990,24107,3.18250225475384
CAN.4.13_1,CAN,1990,20910,3.04022751344054
CAN.4.14_1,CAN,1990,119337,4.78195142351753
CAN.4.15_1,CAN,1990,83727,4.42756150612264
CAN.5.3_1,CAN,1990,256303,5.54636033833469
CAN.5.1_1,CAN,1990,25154,3.22501692962496
CAN.5.2_1,CAN,1990,315,-1.1551826401565
CAN.5.4_1,CAN,1990,23849,3.17174228773414
CAN.5.5_1,CAN,1990,19384,2.96444798351422
CAN.5.6_1,CAN,1990,22112,3.09612044758526
CAN.5.7_1,CAN,1990,41771,3.73220231884976
CAN.5.8_1,CAN,1990,35886,3.58034724729048
CAN.5.9_1,CAN,1990,36534,3.59824333385449
CAN.5.10_1,CAN,1990,40953,3.71242506768895
CAN.5.11_1,CAN,1990,19290,2.95958682691764
CAN.6.1_1,CAN,1990,34140,3.53046971736629
CAN.6.2_1,CAN,1990,9573,2.25894663596422
CAN.7.1_1,CAN,1990,23421,3.15363305580626
CAN.7.2_1,CAN,1990,18749,2.93114041766081
CAN.7.3_1,CAN,1990,116411,4.75712703255054
CAN.7.4_1,CAN,1990,51214,3.93601293216824
CAN.7.5_1,CAN,1990,34375,3.53732955598674
CAN.7.6_1,CAN,1990,20959,3.04256814839102
CAN.7.7_1,CAN,1990,10441,2.34574036330797
CAN.7.8_1,CAN,1990,328085,5.79327272115299
CAN.7.9_1,CAN,1990,41443,3.72431898915332
CAN.7.10_1,CAN,1990,21293,3.05837838020426
CAN.7.11_1,CAN,1990,62162,4.12974388057396
CAN.7.12_1,CAN,1990,48830,3.88834487807357
CAN.7.13_1,CAN,1990,49663,3.90526018904876
CAN.7.14_1,CAN,1990,11924,2.47855317581583
CAN.7.15_1,CAN,1990,10603,2.36113697994366
CAN.7.16_1,CAN,1990,17482,2.8611717801583
CAN.7.17_1,CAN,1990,8393,2.12739802510069
CAN.7.18_1,CAN,1990,28761,3.35902030276297
CAN.8.1_1,CAN,1990,12823,2.55124043347698
CAN.8.2_1,CAN,1990,6914,1.93354834149943
CAN.8.3_1,CAN,1990,3655,1.29609609320174
