iso3,year,aid,oil,polity
ARM,2004,10.6507322900273,0,0.75
ARM,2005,10.6063379051483,0,0.75
ARM,2006,10.6792971820593,0,0.75
ARM,2007,11.2195552256177,0,0.75
ARM,2008,11.128264218156,0,0.75
ARM,2009,11.2511415467464,0,0.75
ARM,2010,11.1248773163814,0,0.75
ARM,2011,11.003524609836,0,0.75
ARM,2012,10.4725024452117,0,0.75
ARM,2013,10.3932425293929,0,0.75
ATG,1992,11.0416327383797,0,
ATG,1993,10.5117870140394,0,
ATG,1994,10.1079009708732,0,
ATG,1995,9.47677009410918,0,
ATG,1996,9.70366291539237,0,
ATG,1997,9.55215553100235,0,
ATG,1998,11.1465828847514,0,
ATG,1999,11.6201123328177,0,
ATG,2000,10.8129402723725,0,
ATG,2001,11.2756418821426,0,
ATG,2002,11.8881027468084,0,
ATG,2003,10.5754571437419,0,
ATG,2004,9.69654758381227,0,
ATG,2005,11.3871328422784,0,
ATG,2006,10.1914676135609,0,
ATG,2007,10.1638622252524,0,
ATG,2008,8.95157319256528,0,
ATG,2009,10.4264700433374,0,
ATG,2010,11.3193005066677,0,
ATG,2011,11.7660632815289,0,
ATG,2012,9.85949426682942,0,
ATG,2013,9.1018358687774,0,
AUS,1992,,11.6469784537957,1
AUS,1993,,11.5918870309995,1
AUS,1994,,11.3482172915476,1
AUS,1995,,11.480298231857,1
AUS,1996,,11.5940839691582,1
AUS,1997,,11.4340033032051,1
AUS,1998,,10.7413902970622,1
AUS,1999,,11.0456270992295,1
AUS,2000,,12.1657042443856,1
AUS,2001,,11.8647971097154,1
AUS,2002,,12.0044652221199,1
AUS,2003,,12.1006827856915,1
AUS,2004,,12.336689037327,1
AUS,2005,,12.6328130845406,1
AUS,2006,,12.6681181731778,1
AUS,2007,,12.7900519841604,1
AUS,2008,,13.0524010246684,1
AUS,2009,,12.3782219527208,1
AUS,2010,,12.8206745560204,1
AUS,2011,,13.2199838512523,1
AUS,2012,,13.0477070402442,1
AUS,2013,,12.8178973245087,1
AUT,1992,,9.07582258316655,1
AUT,1993,,9.00855258897982,1
AUT,1994,,8.84238506319153,1
AUT,1995,,8.8911697176648,1
AUT,1996,,9.18397070945287,1
AUT,1997,,8.91602856816213,1
AUT,1998,,7.73193427434945,1
AUT,1999,,8.87074874014742,1
AUT,2000,,9.61229858629476,1
AUT,2001,,9.2847068884018,1
AUT,2002,,9.31250842806485,1
AUT,2003,,9.44064054268948,1
AUT,2004,,9.78539963175275,1
AUT,2005,,10.0469196763709,1
AUT,2006,,10.1948149039146,1
AUT,2007,,10.2169834192839,1
AUT,2008,,10.7281433955707,1
AUT,2009,,10.1492276760409,1
AUT,2010,,10.2373862791226,1
AUT,2011,,10.5387080898348,1
AUT,2012,,10.6138018433546,1
AUT,2013,,10.5375464570588,1
AZE,1992,4.95499766620724,,0.55
AZE,1993,6.49242717969807,11.2158000822698,0.35
AZE,1994,8.14075411364411,11.0050217963319,0.35
AZE,1995,8.32632422529449,11.0538523909423,0.2
AZE,1996,8.09147133745773,11.3898676136359,0.2
AZE,1997,7.60162546223409,11.2377213915798,0.2
AZE,1998,8.41378011620369,10.2199259701695,0.15
AZE,1999,8.79124706040635,11.4888405163801,0.15
AZE,2000,9.08124071359216,12.2822356208318,0.15
AZE,2001,9.81521636807479,12.0244612427789,0.15
AZE,2002,10.2551986269211,12.0864565662861,0.15
AZE,2003,9.86590843619792,12.2501051018541,0.15
AZE,2004,9.31736657779336,12.5440580988816,0.15
AZE,2005,9.34169577645624,13.2896497500511,0.15
AZE,2006,9.33133765209282,13.7941130692355,0.15
AZE,2007,9.46885778279432,14.1661131553696,0.15
AZE,2008,9.52881081211948,14.6048579737911,0.15
AZE,2009,9.53974277044592,14.0936797779087,0.15
AZE,2010,8.82969370506481,14.214960812332,0.15
AZE,2011,9.86610041841647,14.577446560408,0.15
AZE,2012,10.0516158876644,14.4757559371532,0.15
AZE,2013,9.2791857551966,14.3913100661962,0.15
BDI,1992,10.1437289467737,0,0.35
BDI,1993,10.0054623761909,0,0.5
BDI,1994,9.85212505970824,0,0.5
BDI,1995,9.79144114865113,0,0.5
BDI,1996,9.32125995836893,0,0.25
BDI,1997,8.74712238649805,0,0.25
BDI,1998,8.87776513431842,0,0.45
BDI,1999,9.01365188836317,0,0.45
BDI,2000,8.75257054388746,0,0.45
BDI,2001,9.01802553808175,0,0.5
BDI,2002,9.42625015579931,0,0.6
BDI,2003,9.75319938155415,0,0.65
BDI,2004,10.1429171417232,0,0.75
BDI,2005,10.0771078234723,0,0.8
BDI,2006,10.2510342811464,0,0.8
BDI,2007,10.1168865550131,0,0.8
BDI,2008,10.3090286686685,0,0.8
BDI,2009,10.2924992917605,0,0.8
BDI,2010,10.3119913267166,0,0.8
BDI,2011,10.2277814680287,0,0.8
BDI,2012,10.0130369865848,0,0.8
BDI,2013,10.0781816552794,0,0.8
BEL,1992,,0,1
BEL,1993,,0,1
BEL,1994,,0,1
BEL,1995,,0,1
BEL,1996,,0,1
BEL,1997,,0,1
BEL,1998,,0,1
BEL,1999,,0,1
BEL,2000,,0,1
BEL,2001,,0,1
BEL,2002,,0,1
BEL,2003,,0,1
BEL,2004,,0,1
BEL,2005,,3.09742707071595,1
BEL,2006,,6.38879706076597,1
BEL,2007,,0,0.9
BEL,2008,,0,0.9
BEL,2009,,0,0.9
BEL,2010,,9.41225691518717,0.9
BEL,2011,,10.0095958688381,0.9
BEL,2012,,9.90719460718681,0.9
BEL,2013,,9.83521799387405,0.9
BEN,1992,10.3261317636075,8.36191453562126,0.8
BEN,1993,10.1336777295026,8.26876872420099,0.8
BEN,1994,10.0585115820656,8.03150887877719,0.8
BEN,1995,10.2578464089802,7.54567084083016,0.8
BEN,1996,10.1588356977984,7.2879198044038,0.8
BEN,1997,10.0206686943057,6.95486237899477,0.8
BEN,1998,9.96210115368343,5.9035547854582,0.8
BEN,1999,9.74289118236883,,0.8
BEN,2000,10.1805761593513,,0.8
BEN,2001,9.87332518441243,,0.8
BEN,2002,9.81257086973834,,0.8
BEN,2003,10.1186181787595,,0.8
BEN,2004,10.156196991348,0,0.8
BEN,2005,10.1125031789205,0,0.8
BEN,2006,10.1772211155998,0,0.85
BEN,2007,10.1885967058715,0,0.85
BEN,2008,10.4060011708915,0,0.85
BEN,2009,10.4413551696148,0,0.85
BEN,2010,10.4556329469374,0,0.85
BEN,2011,10.6453020578598,0,0.85
BEN,2012,10.1262038881382,0,0.85
BEN,2013,10.0741807958405,0,0.85
BFA,1992,10.2329249668666,0,0.25
BFA,1993,10.1583640528876,0,0.25
BFA,1994,10.1715772953878,0,0.25
BFA,1995,10.0986397996057,0,0.25
BFA,1996,10.1373174997815,0,0.25
BFA,1997,9.90054050044678,0,0.25
BFA,1998,9.91171805022678,0,0.3
BFA,1999,9.90583045721892,0,0.3
BFA,2000,9.85759285768338,0,0.35
BFA,2001,9.79691658528205,0,0.5
BFA,2002,9.80553214367655,0,0.5
BFA,2003,9.91900736060544,0,0.5
BFA,2004,10.1097197209119,0,0.5
BFA,2005,10.0990682095301,0,0.5
BFA,2006,10.1980738038171,0,0.5
BFA,2007,10.2341050526648,0,0.5
BFA,2008,10.3466445517472,0,0.5
BFA,2009,10.2693583559835,0,0.5
BFA,2010,10.2127784146225,0,0.5
BFA,2011,10.205735228176,0,0.5
BFA,2012,10.3224462055412,0,0.5
BFA,2013,10.299499703036,0,0.5
BGD,1992,8.90351966943183,3.67396764129113,0.8
BGD,1993,8.67378275479594,3.57167427899432,0.8
BGD,1994,8.85572655687968,3.89746776731044,0.8
BGD,1995,8.68989878998452,3.73379601952218,0.8
BGD,1996,8.55111952494572,4.20775099372925,0.8
BGD,1997,8.39179701905182,4.20070543543274,0.8
BGD,1998,8.49821809560017,3.46228230589522,0.8
BGD,1999,8.4528412530396,4.25796515456916,0.8
BGD,2000,8.4407846599569,4.94958642788901,0.8
BGD,2001,8.35147374188259,5.37332652125453,0.8
BGD,2002,8.2333764057942,5.80175673242994,0.8
BGD,2003,8.51790119653193,5.71478332194143,0.8
BGD,2004,8.43301986082567,6.00382171777069,0.8
BGD,2005,8.29686425484647,6.01894456005219,0.8
BGD,2006,8.09254291246753,6.20825802603875,0.8
BGD,2007,8.42476204264495,6.67179453247013,0.2
BGD,2008,8.61334356694656,7.14970682887544,0.2
BGD,2009,8.4677411255805,6.31106020531632,0.75
BGD,2010,8.6541641122811,6.73001971682766,0.75
BGD,2011,8.86052104932699,7.12467747548375,0.75
BGD,2012,9.0425188795356,7.25948927965,0.75
BGD,2013,9.13204327823747,7.17738912894625,0.7
BGR,1992,,5.69582085248523,0.9
BGR,1993,,5.48521781160425,0.9
BGR,1994,,5.74744720597555,0.9
BGR,1995,,5.79890533715137,0.9
BGR,1996,,5.77170066273838,0.9
BGR,1997,,5.39641133965333,0.9
BGR,1998,,4.52749173493492,0.9
BGR,1999,,5.6087425427406,0.9
BGR,2000,,7.09256539278689,0.9
BGR,2001,,5.83339903317593,0.95
BGR,2002,,6.0904674447656,0.95
BGR,2003,,6.08926418337448,0.95
BGR,2004,,6.87968239628649,0.95
BGR,2005,,7.27982335470481,0.95
BGR,2006,,7.4290039109562,0.95
BGR,2007,,7.54398430478705,0.95
BGR,2008,,7.93994380205597,0.95
BGR,2009,,7.32263950833611,0.95
BGR,2010,,7.45994208174039,0.95
BGR,2011,,7.96692736863478,0.95
BGR,2012,,7.94040872055641,0.95
BGR,2013,,7.88309626129694,0.95
BHR,1992,7.98756664141241,14.5910232612122,0
BHR,1993,8.28914832059162,14.5099856151682,0.05
BHR,1994,8.05270040575953,14.3505610063785,0.05
BHR,1995,8.08872109652426,14.4112728437342,0.05
BHR,1996,8.00590143184757,14.6178987032276,0.05
BHR,1997,7.90726090554368,14.5146704940817,0.05
BHR,1998,7.52441186810489,14.0279059956291,0.05
BHR,1999,7.89138881172658,14.3997016600761,0.05
BHR,2000,7.85291259754953,14.7937179278078,0.05
BHR,2001,7.50415127047109,14.5269871816073,0.1
BHR,2002,7.37231326092579,14.4866433965602,0.15
BHR,2003,7.31669281497291,14.5907770648266,0.15
BHR,2004,7.50766851589345,14.7932654225781,0.15
BHR,2005,,15.0992085138846,0.15
BHR,2006,,15.182668045111,0.15
BHR,2007,,15.1944361930922,0.15
BHR,2008,,15.4352353481544,0.15
BHR,2009,,14.8486388107892,0.15
BHR,2010,,15.1447466024204,0.25
BHR,2011,,15.5831799192546,0.1
BHR,2012,,15.4855908278834,0
BHR,2013,,15.5439197852597,0
BHS,1992,7.110768500758,0,
BHS,1993,7.27421587647222,0,
BHS,1994,6.46426113628847,0,
BHS,1995,8.34612414656635,0,
BHS,1996,,0,
BHS,1997,,0,
BHS,1998,,0,
BHS,1999,,0,
BHS,2000,,0,
BHS,2001,,0,
BHS,2002,,0,
BHS,2003,,0,
BHS,2004,,0,
BHS,2005,,0,
BHS,2006,,0,
BHS,2007,,0,
BHS,2008,,0,
BHS,2009,,0,
BHS,2010,,0,
BHS,2011,,0,
BHS,2012,,0,
BHS,2013,,0,
BIH,1992,,,0.5
BIH,1993,,,0.5
BIH,1994,11.2711919733276,0,0.5
BIH,1995,12.1937252620531,0,
BIH,1996,11.9534100168947,0,
BIH,1997,11.7737465431886,0,
BIH,1998,11.8996818490806,0,
BIH,1999,12.0444964866949,0,
BIH,2000,11.5989468259257,0,
BIH,2001,11.4114514762895,0,
BIH,2002,11.15349754824,0,
BIH,2003,11.2949805614344,0,
BIH,2004,11.2519311505244,0,
BIH,2005,11.0911231450562,0,
BIH,2006,11.3221158718681,0,
BIH,2007,11.220505427149,0,
BIH,2008,11.3273518910445,0,
BIH,2009,11.2013835590529,0,
BIH,2010,11.0716256282382,0,
BIH,2011,11.2328007487539,0,
BIH,2012,10.9704840389957,0,
BIH,2013,10.8663690256247,0,
BLR,1992,,9.32779882028221,0.8
BLR,1993,,9.29362105710552,0.8
BLR,1994,,9.17778709568158,0.9
BLR,1995,,9.25729174220499,0.5
BLR,1996,,9.52781325007001,0.15
BLR,1997,,9.29863442027421,0.15
BLR,1998,,8.13637499369513,0.15
BLR,1999,,9.24146559645374,0.15
BLR,2000,,10.0356865305443,0.15
BLR,2001,,9.72813783911973,0.15
BLR,2002,,9.76563941826039,0.15
BLR,2003,,9.93270061211932,0.15
BLR,2004,,10.2377733374759,0.15
BLR,2005,8.30598168735802,10.5993223086417,0.15
BLR,2006,8.4985929119034,10.7491324639369,0.15
BLR,2007,8.84440196492552,10.8543265904387,0.15
BLR,2008,9.02965039513316,11.2450973074499,0.15
BLR,2009,9.01626698937719,10.5736094164034,0.15
BLR,2010,9.25781621831072,10.7501574852831,0.15
BLR,2011,9.09879168471145,11.2441280606391,0.15
BLR,2012,8.80472504625228,11.1932369650055,0.15
BLR,2013,8.86714351742982,11.1059595276407,0.15
BLZ,1992,11.1995359170858,0,
BLZ,1993,11.2649796100896,0,
BLZ,1994,11.2449986543199,0,
BLZ,1995,10.6782449394876,0,
BLZ,1996,10.9543489372305,0,
BLZ,1997,9.33380975284395,0,
BLZ,1998,9.35807805310796,0,
BLZ,1999,11.9882993648619,0,
BLZ,2000,9.39978382391931,0,
BLZ,2001,10.6317514399971,0,
BLZ,2002,10.5099705147055,0,
BLZ,2003,9.68265948601852,0,
BLZ,2004,9.56418091706239,0,
BLZ,2005,10.1952882749572,7.37434372591205,
BLZ,2006,9.57615147871749,11.6880649639857,
BLZ,2007,10.2707792367847,12.0002821872369,
BLZ,2008,9.59026855064809,12.4674068933715,
BLZ,2009,10.0515859424206,11.985387276612,
BLZ,2010,10.5008991844937,12.2466408170311,
BLZ,2011,9.79284494200793,12.6172794579301,
BLZ,2012,9.40193026066902,12.2419503156094,
BLZ,2013,10.8008065376794,11.8612998625301,
BOL,1992,11.1210182165099,9.28677368514681,0.95
BOL,1993,10.9496797086808,9.26355433487679,0.95
BOL,1994,10.8172947247541,9.23241555592105,0.95
BOL,1995,11.0946919496983,9.56717276913901,0.95
BOL,1996,11.207852928807,9.86295412601316,0.95
BOL,1997,10.9249094641827,9.67839381569432,0.95
BOL,1998,10.8215296161969,9.44770254299392,0.95
BOL,1999,10.7573936548464,9.79464923418585,0.95
BOL,2000,10.5731382903448,10.3492267713369,0.95
BOL,2001,11.0232294815397,10.1319509533664,0.95
BOL,2002,10.9007463789288,10.2554401646942,0.95
BOL,2003,11.0214080550973,10.3721368765766,0.9
BOL,2004,11.0124793032745,10.7894405966591,0.9
BOL,2005,10.762017373821,11.2223622687045,0.9
BOL,2006,11.0074211637533,11.3271928892553,0.9
BOL,2007,10.5277262381727,11.0979090073298,0.9
BOL,2008,10.836183570217,11.3724655338378,0.9
BOL,2009,10.7879815515551,10.4518298495111,0.85
BOL,2010,10.6547154378711,10.901379656795,0.85
BOL,2011,10.6320968479523,11.3250207500951,0.85
BOL,2012,10.3599520051349,11.4334223109938,0.85
BOL,2013,10.1488323316039,11.4641504206204,0.85
BRA,1992,-7.49967151485936,9.63908201444119,0.9
BRA,1993,6.85492978653544,9.59870141910818,0.9
BRA,1994,7.14703272929571,9.59243359675245,0.9
BRA,1995,7.14114886280256,9.75386565427867,0.9
BRA,1996,7.0589499890117,10.1029020029071,0.9
BRA,1997,7.05508398652362,10.0230211345588,0.9
BRA,1998,7.16629978334355,9.52993503901481,0.9
BRA,1999,6.35394190155438,10.1806537817358,0.9
BRA,2000,7.15466302193502,10.8813826439627,0.9
BRA,2001,6.79222938286598,10.6062580882353,0.9
BRA,2002,7.01085091811493,10.778158641421,0.9
BRA,2003,6.92953971543486,10.8915688780083,0.9
BRA,2004,6.69450216302666,11.1438879424326,0.9
BRA,2005,6.85298490054105,11.647259064172,0.9
BRA,2006,6.00007191855266,11.8853467501467,0.9
BRA,2007,7.26886828538082,11.9392738787126,0.9
BRA,2008,7.59723377338763,12.2903285134194,0.9
BRA,2009,7.38551896125223,11.6567595192087,0.9
BRA,2010,7.63228336220132,12.0459507695421,0.9
BRA,2011,8.10252411324701,12.5213739593472,0.9
BRA,2012,8.60944024589652,12.4525752144805,0.9
BRA,2013,8.59383290660707,12.3334405941419,0.9
BRB,1992,8.05566894049293,9.8806537750902,
BRB,1993,7.33524833051238,9.76803741754367,
BRB,1994,6.13053174605599,9.72650695741689,
BRB,1995,6.282774311628,9.90140615734774,
BRB,1996,-6.63795532021398,9.87255163839124,
BRB,1997,5.59015240141581,9.65390607046051,
BRB,1998,7.53268886760504,9.57236370888428,
BRB,1999,8.59603644177816,10.286349124139,
BRB,2000,8.28639829015788,10.6653259602484,
BRB,2001,9.28944168211563,10.2122144898468,
BRB,2002,9.30034890447782,10.2198857434211,
BRB,2003,9.12496366717897,10.1691267198249,
BRB,2004,9.16334459349901,10.3021101779931,
BRB,2005,10.0219953981277,10.799736779276,
BRB,2006,9.36773865920553,10.995995362823,
BRB,2007,10.1906061287674,10.9697390014154,
BRB,2008,8.39793264864801,11.1117469242463,
BRB,2009,9.25981911841007,10.368414315375,
BRB,2010,9.09405657643899,10.9451601744114,
BRB,2011,,11.4248627669888,
BRB,2012,,11.3821714406398,
BRB,2013,,11.1644685087404,
BRN,1992,9.87596454630501,15.3164115954789,
BRN,1993,9.79507331752563,15.2527883569212,
BRN,1994,9.82259166129521,15.1113462835218,
BRN,1995,9.56710248274027,15.1098745227829,
BRN,1996,,15.2332612859121,
BRN,1997,,15.1471027366156,
BRN,1998,,14.2610212824332,
BRN,1999,,14.8864353764767,
BRN,2000,,15.36912367223,
BRN,2001,,14.934537709331,
BRN,2002,,14.9140679462914,
BRN,2003,,15.0540727385027,
BRN,2004,,15.390440408553,
BRN,2005,,15.8472989813213,
BRN,2006,,16.1740920288386,
BRN,2007,,16.1149251358133,
BRN,2008,,16.2218677840978,
BRN,2009,,15.457521849296,
BRN,2010,,15.7784989340889,
BRN,2011,,16.2333155441006,
BRN,2012,,16.0675073153008,
BRN,2013,,15.7977352651395,
BTN,1992,10.9938195745538,0,0
BTN,1993,11.2715133777129,0,0
BTN,1994,11.5471546355681,0,0
BTN,1995,11.5261886277567,0,0
BTN,1996,11.2526056960816,0,0
BTN,1997,11.3005701481098,0,0
BTN,1998,11.1881036818562,0,0
BTN,1999,11.423430016615,0,0
BTN,2000,10.944892943184,0,0
BTN,2001,11.1530887655776,0,0
BTN,2002,11.1403845937125,0,0
BTN,2003,11.3133698784628,0,0
BTN,2004,11.3127116433261,0,0
BTN,2005,11.367014419701,0,0.25
BTN,2006,11.245329463622,0,0.25
BTN,2007,11.0727819204539,0,0.25
BTN,2008,11.1771794280502,0,0.65
BTN,2009,11.2852987107631,0,0.65
BTN,2010,11.5874347892476,0,0.65
BTN,2011,11.5241817981361,0,0.65
BTN,2012,11.627441830643,0,0.65
BTN,2013,11.3114153125439,0,0.75
BWA,1992,11.1233031605894,0,0.85
BWA,1993,10.9404358418653,0,0.85
BWA,1994,10.5672793970799,0,0.85
BWA,1995,10.5018449671259,0,0.85
BWA,1996,10.6965410070326,0,0.85
BWA,1997,10.4790167632169,0,0.9
BWA,1998,10.7251625876937,0,0.9
BWA,1999,10.1286197985642,0,0.9
BWA,2000,9.54929339032758,0,0.9
BWA,2001,9.55636803273872,0,0.9
BWA,2002,9.9547779102698,0,0.9
BWA,2003,9.64268728738996,0,0.9
BWA,2004,9.77678659019855,0,0.9
BWA,2005,9.69964852379178,0,0.9
BWA,2006,9.87072307815389,0,0.9
BWA,2007,10.4129813654745,0,0.9
BWA,2008,12.7661022003291,0,0.9
BWA,2009,11.6282105405009,0,0.9
BWA,2010,10.8369094763962,0,0.9
BWA,2011,10.660169559762,0,0.9
BWA,2012,10.2951617995395,0,0.9
BWA,2013,10.647463741106,0,0.9
CAF,1992,10.4618319616089,0,0.2
CAF,1993,10.5204955182029,0,0.75
CAF,1994,10.2730655793611,0,0.75
CAF,1995,10.5067800116597,0,0.75
CAF,1996,10.4696069172731,0,0.75
CAF,1997,9.76213958449107,0,0.75
CAF,1998,9.65368148499111,0,0.75
CAF,1999,9.67146508309762,0,0.75
CAF,2000,9.53530609017906,0,0.75
CAF,2001,9.41161788615343,0,0.75
CAF,2002,9.19937796940756,0,0.75
CAF,2003,8.97337472119739,0,0.45
CAF,2004,9.47814701183936,0,0.45
CAF,2005,9.55512111746689,0,0.45
CAF,2006,9.60970581510522,0,0.45
CAF,2007,10.1825385738605,0,0.45
CAF,2008,10.2467754938707,0,0.45
CAF,2009,9.98876650960996,0,0.45
CAF,2010,10.1309805765458,0,0.45
CAF,2011,10.0747410239951,0,0.45
CAF,2012,9.67423979857882,0,0.45
CAF,2013,10.0958696768195,0,0.5
CAN,1992,,12.334032151457,1
CAN,1993,,12.2251720866437,1
CAN,1994,,12.1741198700926,1
CAN,1995,,12.273270508677,1
CAN,1996,,12.5287638992728,1
CAN,1997,,12.0819412326704,1
CAN,1998,,11.2098410616898,1
CAN,1999,,12.0464885398109,1
CAN,2000,,12.7856899206496,1
CAN,2001,,12.2288065710749,1
CAN,2002,,12.3539529553673,1
CAN,2003,,12.6717524464249,1
CAN,2004,,13.0844529512205,1
CAN,2005,,13.3838727132252,1
CAN,2006,,13.4983320500628,1
CAN,2007,,13.5948325910034,1
CAN,2008,,13.9864782411917,1
CAN,2009,,13.2071053085932,1
CAN,2010,,13.3800972415601,1
CAN,2011,,13.6679055415457,1
CAN,2012,,13.0386156789375,1
CAN,2013,,13.3970008323941,1
CHE,1992,,0,1
CHE,1993,,0,1
CHE,1994,,0,1
